d100,Entry
87,"I carry a skull of a member of my race with me everywhere I go. It's not hidden in a bag, though — I wear it around my neck on a chain. I refuse to answer questions about it, and during down time I can often be seeing staring into its empty eyesockets and muttering to myself.'"
88,I am easily distracted by the fascinating complexity of the universe. I am constantly going off on tangents which at first sound super intellectual but don't actually go anywhere or lead to any meaningful conclusions.'
89,"When I mean to say anything, I am instead silent, but when I mean to think something, I say it loud and clear.'"
90,"I believe I have lycanthropy. As the full moon nears, I go into a panic and insist on locking myself away, in isolation, to protect innocents from my rampage. I will remove all my clothes, howl like an animal, and try incompetently to claw and bite anyone near me. I will forget how to speak, use tools, and wield weapons. My attempts to break free will be hilariously ineffectual. When dawn comes I will be convinced I transformed, insist I remember nothing but feelings of hunger and rage, and be very concerned about having hurt someone.'"
91,"Every kill I perform must be artistically pleasing, I'm a man of culture after all, not some crazed psycho!'"
92,"Because of the constant dangers out there in the world, I need to be constantly reassured that I am alive. If not acknowledged for twenty or so minutes, I will start to believe that I was just killed and became a ghost.'"
93,"Certain words hold power, and I refuse to utter these words. Anyone who says them are against me and planning my demise? What are these words? Are you planning to kill me?!'"
94,Any act of kindness towards me has ulterior motives.'
95,Mercy is for the weak. I kill all of them. Even the women and children. All are possible threats.'
96,"I can’t remember large portions of my previous life, and I’m not sure I can trust what I do remember.'"
97,I am convinced someone tampered with my memory (though this never happened).'
98,"I want all the money, I want to possess every single coin in the world.'"
99,"I burst out in random bouts of laughter, crying, or screaming, and I just can’t help it.'"
100,"Don’t look, but there are *things* following us. They’re hiding in the shadows, watching us. They’re everywhere!'"
