d100,Entry
46,Menthol Cream (piles of rotting corpses and pools of blood smell ... a lot)
47,"A relatively large amulet with small holes around its edge and a button in the centre. If depressed, hallucinogenic spores are released."
48,"A pouch of very small bones that can be fitted together to form a strange, highly complex and obviously magical occult symbol."
49,A small paper detailing a recent meeting over the pension fund created from the sale of sacrificed victims' belongings.
50,A stack of pamphlets vaguely detailing the perks of joining their cult.
51,A crumpled up photo torn in a few pieces depicting a young man and small child.
52,"A tiny sundial and a note written in blood saying ""don't be late again"". Investigating the cultist will reveal a missing finger."
53,A fresh vial of humanoid blood.
54,An iron locket with a charcoal sketch of their deity slashed through.
55,"A book on the basics of prestidigation, and several unused candles."
56,"A child's toy, a small hand carved horse with wheels."
57,A deed for a home in town signed over to the cultist.
58,"A journal, with graphic details of what vile deeds the cultist wants to do to his/her former boss, co-workers, neighbors, all in the name of the diety they worship and how satisfying it shall be to fulfill this need for violence and bloodlust."
59,Several sticks of incense designed to disguise the smell of rotting flesh.
60,"A miniature doll depicting this same cultist, kept inside a sealed black bag. Members of this cult believe their dolls represent their souls."
61,"Black leather gloves, slightly damp with some unknown liquid."
62,A long (40') strip of spiked leather designed to be wound tightly around the body from ankle to neck — with the spikes pressing into the flesh — for self-mortification.
63,A hair shirt/cilice/sackcloth.
64,"A worn, well-used pillow to sit upon during meditation."
65,"A padma seat, used for sitting in lotus position for long periods."
66,"A small glass globe, intended as a meditation focus."
67,"A featureless mask/hood -- basically a cloth sleeve over the entire head -- with no eye, ear, or mouth holes."
68,"Several tiny, palm-sized books painstakingly inscribed with minute prayers and symbols of the cult."
69,"Hand-woven/carved trinkets, flowers, baked goods, or other items meant to be sold on the streets as a fundraiser for the cult."
70,"A mortar and pestle with bone fragments in it. When used to make healing potions, they can be made twice as fast, but the potion has a 25% chance to do damage instead of healing equal to the potions strength."
71,A letter about how the cultist doesn't fit in and regrets joining.
72,Alchemy ingredients to make a large dose of weak poison.
73,Two potions of firebreath.
74,A perfectly round glass disk that fits easily in the palm of a hand. It cannot be scratched.
75,A half written manifesto for a splinter sect of the cult.
76,"A blank journal used to press flowers, it contains 1d4 flowers."
77,"Guide to the closest large city detailing merchants, taverns, inns, etc..."
78,A journal. When studied for an hour and after a successful Investigation check reveals names of cult contacts and sympathizers.
79,An ivory pipe and leather pouch of tobacco.
80,"A half written scroll for a random 1st (or other appropriate) level spell. Needs to be finished before it's functional, but no gold pat is associated with writing the scroll."
81,A hobbyist book and set of tinkerer's tools.
82,1d4 candles and a prayer book to whatever the cult worships.
83,Ceremonial drinking horn.
84,Rabbit pelt knife sheath and sacrificial dagger.
85,Dragonborn skin covered tome (spell book).
86,Silver signet ring and larger seal stamp of the cult.
87,"Pair of boots with an odd ""swoosh"" carved into it. Cyanide pills optional."
88,A set of business cards promoting the cult.
89,Cult of X for Dummies book.
90,A letter from a family member begging the addressed recipient to come home.
91,A bone dagger with unicorn horn handle and an eye encased in amber as a pommel.
92,A traditional curved dagger with barbs on the end.
93,A cursed amulet that can commune with the dead.
94,A detailed guide on kidnapping.
95,A very detailed drawing of the inside of a local manor.
96,An aarakocra feather.
97,"A cheese sandwich, wrapped in cloth, with two bites taken out of it."
98,A folded piece of parchment with an unflattering caricature of the cult's leader drawn on it.
99,"A small, encoded notebook which, if deciphered, shows the cult member was actually a spy working for the local government. The notebook contains information on the cult's goals, activities, and membership."
100,"Food: hardtack and moldy cheese for destitute low ranks, wine and a small delicacy for higher rank."
