d100,Entry
63,"Staff of the Argonauts: A legendary quarterstaff made willingly from the heartwood of an immortal Oak tree. Etched along the spiral relief is an epic tale from ancient times. The middle is padded with golden wool and the top has two rows of dragon teeth and gets two charges each morning. Roll a 1d6 during combat to use a charge: 1. The blessing of the Sea God are upon you and five cubic feet of water leaks out of the bottom. 2. A mighty twenty foot tall Oak springs out of the ground in front of you. 3. An ethereal hero named Orpheus appears around you. Everyone who fails a DC 15 check is put to sleep (including you). 4. An ethereal brass-hoofed bull appears where you stand. Your heads align as you launch a Cone of Flame. 5. An ethereal serpent dragon appears around you and sinks his two fangs into the earth as you slam the top of the staff at the same time. Two soldiers (guard stats) spring from the ground and attack your enemies, but disappear at the end of combat. 6. An ethereal golden ram appears and heals the whole party completely even to the point of removing curses and exhaustion. Your next attacks are done with advantage as the War God blesses you."
64,"Laurel Circlet of Victory - A small circlet made of twisted laurel sprigs. When worn, this circlet gives the wearer a sense of unbeatable resilience, regenerating a point of health per turn when in combat."
65,"Shield of the Wild - A wooden shield, round in shape, its surface ornately carved with patterns of flowers and trees. When walking through woodlands, forests or jungles, the images change and move, almost matching the surroundings. Glancing in the direction of the shield, one might not see it at all, let alone the person carrying it."
66,"A small sprout, caring for it adequately for 3d20 days will eventually cause it to grow into a small ent."
67,Narvin’s Notebook: This book contains the notes of an unusually academic Druid. You have advantage on any intelligence (nature) check if you spend 1 minute reading the book.
68,"Minor Volcanic Dagger: an obsidian dagger glowing red with pulsating energy, dealing fire damage instead of piercing."
69,Potion of the Beast: Gain an extra wild shape charge till next long rest.
70,"A necklace made seemingly made of several roots braided together, when attuned, it will allow the user to cast treestride once per day."
71,"Chain of Spell Sporing - A daisy chain of of dried mushrooms that, when activated once a day it will cast one of the following spells at level 1 at random. (Charm Person, Cure Wounds, Faerie Fire, Fog Cloud)"
72,"A small figurine of a curled up baby with an earth elemental like face carved of stone. If the figurine is planted in a druids grove and many long, extensive rituals are performed on it, a galeb duhr forms. This galeb duhr will become the guardian of the grove."
73,"Cocobooze Seeds - These are seeds of the legendary cocobooze tree. The tree is a tall, pine like plant with branches that spiral in a staircase fashion. A few coconut like fruit hang from each branch that are at least 5 feet off the ground. When split open, the cocobooze fruit contain an alcoholic liquid that tastes like fruity, flat ale. This plant is sought after by many a brewer and the seeds are rare and very expensive."
74,"The branch of a willow tree, stripped of leaves and turned into a bow. Worn fey runes are carved into it."
75,A crown made of olive branches that never decay. The wearer is deceptively charming (Grants advantage on diplomacy checks). A few fresh olives pop off the branches every day.
76,A small brick of clay that will harden into solid oak wood after being exposed to moonlight. Druidic covens carve the clay into tools and the like before letting it harden. There should be more of this somewhere.
77,"An amber amulet with a large, random insect inside, preserved from a prehistoric era. Insects of the kind inside will be friendly to the wearer and may even listen to basic commands if you're charismatic enough."
78,"An alligator skull that reeks of sulfur and bog water. The druidic rune for 'Preserve' is carved into the forehead. If left underwater overnight, then a small trinket made of jet will be in the jaws."
79,An incredibly life-like snake carved out of wood. The snake will coil comfortably around your arm if you give it verbal permission.
80,Portable Baobab: This quarterstaff can quickly summon a 50' high and 30' in diameter tree to sprout out of the ground. Despite the tree only being considered halfway through its life cycle it is big enough to protect you from the dangers of the forest floor. Removing the staff gently sends it back into the earth.
81,The Amber Collar: One of the worst punishments a druid can visit on a sentient being. This collar can bind a Small or Medium creature. Escaping the collar requires a successful DC 20 Dexterity check. Breaking it requires a successful DC 20 Strength check. Anyone bound has six rolls to free themselves before being locked in amber stasis as a tree begins to grow out of the collar and the roots envelope them and dragging the victim into the earth itself for 100 years. The Amber Collar has 60 hit points.
82,Whisper Moth Candle: Light this candle once per night to draw in a large moth to your hand. You can whisper a message to it and then tell it a person or place you want it delivered. The moth will then fly there and deliver your message.
83,Green Arachnis Tripwires: The proximity to unstable magics where these 20 foot tall spiders dwell makes this silk web absorb any spell you cast into it and store it for later. Thread it around any two points and anything that passes through it is in for a nasty surprise.
84,"The Crown of the Woods: This antler headpiece (+1 AC) once belonged to an ancient wood-elf prince making all deer, caribou, elk, and moose species consider you friendly. Once per week you may call on one of these to ride, but if you harm your mount the horns constrict and pierce you for violating your pact with Nature."
85,"The Feywild Hatchet: Legendary prank gift to an old woodsman. Upon striking a tree it makes the tree grow taller and thicker, if used on an animal it heals them and makes them healthier. It wasn't completely useless as it can hew stone and iron like butter and the resulting debris has a 5% chance to turn into 10 lbs. of assorted gemstones."
86,"Dryad's Heart: Considered a blessing by the willing and a curse by the uninitiated this ornate amber, bone, wood, shell and jade beaded leather chest piece (+1 AC) transforms the wearer into a tree for 24 hours per day only recharging on the solstice. In the hands of a properly trained user of the Druidic language they can mark or tattoo their skin over time to lessen some of the more extreme effects. At low levels it gives the druid the ability to turn into a tree and back twice per day, leading to two charges of Barkskin per day while wearing it at level 5, and finally at level 10 it allows you to wildshape into a Treant. At level 16 your connection to Nature is so profound that you become the earthly anchor to your own NPC Dryad residing inside you that you may transfer to another tree should the need arise."
87,"The Thorncrown of the Forest King - a crown grown from thornbush, it will only obey a true friend of the forest. When worn and deemed worthy, it gives the wearer the ability to speak with nature and he will gain +5 on every check on nature or plant medicine. If the crown is stolen, every animal will turn hostile towards the carrier until it is brought back to its owner."
88,"Amulet of the Harvest Beast: Any animal you successfully hunt and any plants you pick yields double what you would normally find. When you're in Wildshape, expending a single spell slot to heal yourself instead acts as if you were using two spell slots of the same level."
89,Rat totem: A rat skull painted in red war paint. If used successfully it summons a swarm of shadowy rats with red glowing eyes that cannot be targeted by physical weapons and behave like a swarm type encounter. They cannot fail climb checks and move extremely fast. Enemies attacked three times in a row by shadow rats will be climbed by rats taking continuously more damage and being encumbered/slowed.
90,"Sprig of the Abomination: while attuned to this sprig, you can expend 2 uses of wild shape to assume a hybrid beast form. See the monster manual's section on lycanthropy for the statistics of hybrid forms."
91,Marshflitter Hive: These symbiotic 6 inch-long mosquito-wasps have flyby and drain 1 HP per round and share it with you. Their hive hangs off your backpack or over your shoulder. Every level gives you a new mature adult emerging from the hive (Up to four that understand Druidic).
92,"Rock Troll Half Plate: This armor consists of overlapping pieces of rock-troll hide. It always looks pristine within a day after any skirmish as though the hide still retains some qualities its former owner. The fire bramble fiber weave gives off a faint glow and keeps you warm in cold weather, as well as keeps the hide's otherwise tenacious regeneration in check. The smell however..."
93,Windshear: An ornate scimitar that is infused with the power of the four main winds. Upon a successful hit one medium or smaller creature must succeed on a Strength save or be pushed up to 5 feet away from you. It can also be held towards a sail to aid you on windless days at sea.
94,"The Crown of Moonlit Winters: A shimmering circlet made from enchanted ice and decorated with Druidic runes. The crown has a soft inner luminescence reminiscent of the night sky, making the wearer emit dim light in a 10-foot radius while they wear it. Attuning to the crown grants the wearer the ability to use the crown’s properties, as well as immunity to cold damage as well as blindsight out to 60 feet. Both properties can only be used if the wearer is directly under the open night sky. Once per day, the wearer may use an action to use the crown’s Herald of Winter property to change the weather in a 3-mile around the point they activate this property to some sort of snowy weather of the wearer’s choosing. This weather can range anywhere from a gentle snowfall to a moderately strong blizzard, and requires 1d4 minutes for the new conditions to take effect. The weather lasts for 8 hours, and requires no concentration to maintain. In addition, three times per day, the wearer may use an action to use the crown’s Freezing Light property. The wearer may conjure a brilliant moonbeam from the sky, filled with fast-moving freezing mist, forcing all creatures in its 10 foot radius between the ground and the sky to make a Constitution saving throw against the wearer’s spell save DC. A creature takes 3d10 cold damage and 3d10 radiant damage on a failed save, or half as much on a successful one. Any creature that fails the saving throw is also blinded and has their movement speed reduced to 0 for the next minute as their eyes are burned and their feet are frozen. The creature can make a Constitution saving at the end of each of its turns. On a success, the creature is no longer blinded and its movement speed is returned to normal."
95,"Falling Leaf: A mottled copper scimitar that is colored in the shades of autumn. Etchings of various leaves cover the flat of the blade and sway gently as though exposed to an invisible wind. The scimitar is a +2 magical weapon innately, with an additional property that can be activated if the wielder attunes to the blade. Once per day, the wielder may use an action to use the blade’s Shroud of Autumn property if they are attuned to the scimitar. The wielder calls forth a swirling cyclone of leaves around themselves in a 5-foot radius for up to a minute. While the cyclone is active, all ranged attacks made against the wielder have disadvantage. If the property is used while within an area with moderate density foliage, the cyclone instead has a 10-foot radius and causes all melee attacks to be made with disadvantage as well. The wielder also gains the ability to use their reaction to cause a ranged attack passing through the cyclone to automatically miss its target. The wielder may stop the cyclone and have the leaves drift away using a bonus action on their turn. If the property is used while within an area with high-density foliage, the cyclone gains new benefits in addition to the previous improvements. The cyclone instead has a 15-foot radius, which is considered difficult terrain while the cyclone is active, and all ranged attacks not made by the wielder automatically miss if they enter the cyclone. One time while the cyclone is active, the wielder can form blade replicas from the swirling leaves to attack a multitude of foes. By doing so, the wielder uses an action to make a single melee weapon attack with the scimitar against any number of creatures inside the cyclone, with a separate attack roll for each target."
96,Coral Marstaff: A reef-like quarterstaff that is covered in suspended globules of water which act as portals to the nearest body of water. Reaching in one can retrieve fish or marine animals up to five feet long. If used with two hands and braced it will halve the damage of all fire-based attacks in a twenty-foot radius.
97,"Heart of Pando: A symbiotic sapling that can bond itself to an individual and creates it's own forest of cloned trees over time. Should you die the trees can birth up to three new avatars of yourself over time. Your clones are named Harold, Bob, and Herbert but should you die a forth time you become one with the forest forever."
98,"Primal Crystals of Akaroth: Each crystal representing the four elements adds 1d4 damage of that type to your attacks. Your animal wildshapes are now made out of those elements (fire, water, earth, air) should you choose."
99,"Moon Sickle of Cressk: Using this platinum, silver, and gold weapon to harvest mistletoe under light of the full moon lets you make a Druid Grove permanent in only half the time (6 months in-game). If you happen to find a suitable stump you can leave this weapon and the requisite material components in a forcecage within the Druid Grove and in one year it will have been made permanent by trapping a small part of you in a time loop just long enough to complete the ritual. Occasionally it has been known to fail and release a druid from the time loop should they die elsewhere."
100,"Mask of the Crystal Sea: an egg shaped mask cut from an angular, opalescent crystal. The wearer of this mask not only gains +3 to perception checks to spot fey creatures but also receives fey as a bonus language. The fairies of the western wood call the mask “Syliang” meaning “god shorn.”"
