d100,Entry
11,"Spout: The last remaining warforged designed to maintain a royal garden that no longer exists. Specializing in creating fountains and watering systems, she travels the world trying to find gardens that require her aid. She has extensions on her body to bend pipe, shovel to dig, and different tool extensions in her hands to deal with the nuts and bolts of building a fountain. She is also waterproof."
12,"Confessionarium Unit XVIII: a mobile church full of religious iconography and pictures, who roams the lands and visits tiny towns and hamlets who don't have access to religious services. He can preach sermons for different gods and take confessions (and could play them back to their respective priests for absolution)."
13,"Hawkeye: originally made to survey battlefields and provide some emergency care in the field. He would relay information to his commanders. Nowadays, he can be found helping a bar, mainly by making their house gin called Swamp."
14,"Diggs: a warforged of awe-inspiring industrious nature. Despite being built an absolute tank and designed for battle, some malfunction in his programming caused him to have absolutely no love for combat. He instead takes extreme and sincere enjoyment in developmental or construction work. He has had his huge host of built-in weapons he was created with swapped out for a comprehensive set of tools, including basically anything he could ever need. However, despite this, his favorite tool is his simple shovel which he usually keeps equipped as his right hand. Anytime he's not doing lucrative and masterful building work he travels from town to town- often building new roads as he goes- seeking out what the town most needs and building it pro bono."
15,"Cleanshave: a skilled barber and stylist, with integrated shaving razors, combs, and curling tongs. The copper crest on his head is shaped like an over-the-top pompadour. His personality was designed for excellent listening skills: 90% of his conversation is simply rephrasing what others say to him."
16,"Groom: this nondescript, featureless Warforged was built to tend to ferocious beasts of war and vicious monstrosities. Its constant companion is a cranium rat it befriended several years ago."
17,"Render: this adept Warforged was created to capture the life of a narcissistic noble as a court painter, creating photo-realistic masterpieces of everything, from diplomatic milestones to breakfast platters. Integrated brushes and palette reveal her intended design, as does the paint-stained apron in her satchel and the incessant quirk of doodling during every conversation."
18,"Counsel: a cheeky bartender, with all the necessary tools and gadgets for mixology integrated in its quick hands, this stylish, slender Warforged is a living repository of quotes from history's greatest philosophers and popular culture's trending bards."
19,"Moneychambers: a short, squat Warforged, with a simulated monocle and walrus mustache, his rotund belly houses an integrated coin counter and sorter. Intended for use as a traveling vault and currency exchange, a flaw emerged early on in his career: Moneychambers is an inveterate gambler."
20,"Rickshaw: a brawny servant custom-tuned for pulling a rickshaw through the city's winding streets. The athletic build and built-in sense of direction are obvious advantages for this work, but the highly polished precious metals decorating its form make it eye-catching to passing pedestrians, as well as denoting the status of its master when out on the town."
21,"Hearsay: this unassuming, diminutive Warforged is uncannily human-like, presenting as an adolescent boy with red hair and freckles. He is most commonly seen in service as a valet or page, always close by but never in the spotlight. This is quite by design: his integrated tools record conversations for later playback -- sometimes for legitimate, official purposes, but more than once for blackmail, intimidation, or deceit."
22,Bigweld: an entrepreneur and philanthropist whose company provides warforged with products ranging from everyday appliances to spare parts.
23,"Buckwheat: Incredibly proficient at farming. He has replaced one arm with a scythe for easier harvesting, despite his large, tall, intimidating appearance (considering the ever-present scythe), he literally cannot comprehend harming a living, breathing creature."
24,"Wade: was used as a fishing aid, wandering deep into the depths to retrieve traps he placed in tricky locations."
25,"Recorder: A Warforged designed to be a chronicler of knowledge. Anything from the social norms of the different species, creating maps, to anatomy of creatures, the Warforged is tasked with writing all of this down."
26,"Smokey, a warforged Forge: has a large hollow cavity in his chest abs stomach area that can be superheated with a combo of fuel and evocation magics, making it hot Enough to meat down metals which Smokey can mold with his hands and a retractable hammer into metal wares. He gets his name from the fact that while he’s working thick columns of evaporating steam pour out his mouth as internal water supplies are boiled to regulate temperature."
27,Wheelbarrow: A gardener who feels far more at home around plants and animals than with other constructs or creatures that talk back. Has several garden tool attachments.
28,"Sooty: works the forge in the village. Mostly repairs tools and warforged parts. When he closes his fists, they can function as hammers."
29,"Sultz: used to work tying ships to docks and loading cargo, but after an accident where he dell into the harbor, he likes to sell oysters and clams on the dock, far away from the water. He's a bit rusted."
30,"Takahashi, makes and sells delicious baked goods in the local market. He's only programmed to speak elvish, but anyone can order by pointing at the menu."
31,"Silt, she makes woven cloths and blankets. She's programmed to analyze the fashion value of each outfit, and that includes her customers. The needles on her hands are so precise, she can stitch a seam on your shirt while you're still wearing it."
32,TooBits: female appearing warforged with the appropriate parts to provide “services” to male and female patrons. Usually going through a full cleaning cycle during the day and often found under streetlamps at night.
33,"BlackTar: provides illicit injectables to any cash paying patron. Sets dosages correctly, unless the patron tries to dupe him, in which case he either over or underdoses depending upon the degree of the violation."
34,"G-lager: primary weapon consists of a large maul that it uses primarily to crush fruit. This results in a splash zone several yards out from the point of destruction that, while generally harmless, will strain the clothing of the unsuspecting."
35,"Leaf: one of many warforged made to blend in with the forest for such things as stopping arson, poaching, goblin surprise attacks, and other such things. Leaf and other forest warforged are usually made to look like rock, living wood, or soil and almost all are covered in moss or greenery of some kind."
36,"Tender: an automaton designed to maintain the flora and fauna of a magically protected Glade that a wizard set up as his own private 'green house'. Over time the wizard aged and died, and the wards that kept Tender at bay slowly faded the more the Glade was tended to. Eventually, the wards faded, and the scope of care Tender now realized was the entirety of the continent."
37,"Carrier: a warforged made for carrying things and people! He works both as a warehouse guard, warehouse worker, port worker, and rickshaw service."
38,"Bull: Skill in agriculture, Bull was designed to clear land for farming, as well as farm it successfully. He is a bit of a hermit, being close only to his friend Gran, and a cocker spaniel named Ruby."
39,"Gran: Skilled in masonry, carpentry, and accounting, Gran was created to establish and maintain granaries along the border regions. He is close friends with Bull. They were both sent to the region to prepare it for future habitation by citizens of the nation. Gran tends a small orchard and garden outside of her granary. She spends much time in it, canning and preserving the fruits. She wants to make sure that when the settlers finally arrive, no one will go hungry."
40,"Jack: Skilled in forestry and timber crafts, Jack travels the forest region, collecting specimens and marking trees that need to be culled. If convenient, he contacts Porter to pick up the massed timber and connects it to the barge. Jack whittles as a hobby and tends to leave carved figurines of wondrous things in his wake. Any traveler he has come across that has found one, he has rewarded with a carved figurine of their likeness."
41,"Porter: Porter lives on a steam-driven barge and travels up and down the river networks. He receives the timber culled by Jack and ships it to the coast. He plays a pipe-organ that utilizes the excess steam of the barge. Music is his main interest and in the isolation of the forests and rivers, he has created numerous beautiful compositions."
42,"Ash: built and enchanted by a circle of druids to help protect their grove of Ash wood trees. Made of wood and stone. Protected the grove faithfully even past their creators passing. Slowly gained true sentience as the years went on. Their “grove” is now part of a park in the middle of a small town. They have slowly started to explore this new environment of wood and stone, but always returns at nightfall."
43,Daisy: a landscaper for a large City. Very protective of the flower growing from their head.
44,The Mouth: probably built to be a translator for a traveling merchant. Until land pirates 'borrowed' them and decided to teach the warforged extremely rude phrases instead of the real translations.
45,"Will Smith: It is a blacksmith. One arm is a hammer, the other is a hand with the pointer finger as a blowtorch. Really good at making one particular sword, not that good at making anything else."
46,Muck: lives in the sewers of a large city. He cleans them out. Collects trinkets he finds. Assembles them into melancholy mosaics of an outside he's only glimpsed through drains and his own imagination.
47,"Hitch: A mobile hitching post that provides horses with water, oats, and salt licks. Their body rotates 360 at the waist. They have four spidery legs. Each leg can extend 5 ft. above the knee and the knees can lock in place at 90 degrees to create up to four (intersecting) hitching posts."
48,"Dresser: Originally designed as a mannequin, Dresser was given life to help design clothes with her creator. Dresser is much more humanoid than most warforged, so much so that people could confuse her for a human from a distance. However, her skin is far too perfect and flawless to be human. She loves looking her best and making everything beautiful in the world."
49,Needle: It was built specifically to sew coats of arms into soldiers' uniforms. Now he uses that skill to make and sell lovely tapestries.
50,"Flip: It was built as a one-man circus act, to entertain the other troops. He dances uncontrollably when he hears music."
51,"Paver: wanders a route throughout the city/region, only deviating to find replacement stones/bricks to maintain the roads; occasionally tells people to please stay off the grass, but otherwise doesn't interact with them"
52,"Baker: abdomen is an oven, great at keeping time, is very opinionated about the cooking done in the kitchen despite having never tasted food before"
53,"Fisher: spends the mornings fishing, the afternoons descaling its catch, and the evenings regaling the river/ocean with its fishing stories (as no one else in town will listen)"
54,"A Team of Lantern Lighters: they are spaced out and roam the highways chasing the sun, at the cusp of dusk and dawn lighting or snuffing the torches. A dark passage on the road indicates a misfortune that the others tragically will never know."
55,"Filler: a mechanical dentist. his fingers can operate as drills, Novocain syringes, and scrapers. kind-hearted but unintentionally menacing toward children as his voice is especially artificial sounding ('OPEN WIDE, LITTLE ONE.')"
56,"Bobby: Sporting a brightly burnished copper body and a custodian helmet lopsidedly fixed to a large head, Bobby is the only remaining member of ‘the Coppers’, a warforged police force built in antiquity, and the only warforged known to speak in a robotic, but unmistakably cockney, accent. Monitored and updated frequently by the city’s guild of artificers, Bobby is (generally) considered a force for good, although the laws he enforces do date from a couple of centuries ago. Standing at 8’ tall and 4’ wide, Bobby is certainly a force to be reckoned with. However, somewhere down the line (perhaps even in his original programming) Bobby gained a soft spot, particularly for children. When off duty (Sundays; non-negotiable) he can often be seen carrying street urchins’ round on his shoulders and provides them sweet treats with his 1 silver piece per week allowance. Bobby carries a large copper truncheon but is surprisingly capable at de-escalating violence. In the event of conflict, the general result is a swift crack to the head, and the dragging of the offending party to the local jail. Bobby can occasionally be seen playing back old recordings to himself, but it is unknown who or what he is watching; any attempts by the guild of artificers to read these memories have been politely but firmly rebuffed."
57,"Arbiter: one of six warforged created by ancient priests of Erathis to act as a travelling tribunal that would assist a high priest in judicial deliberations, each with a different facet of the law process e.g. archivist, advocate, critic etc."
58,Bertha: moves easily underwater due to her design. She maintains a lucrative career as a jeweler from years of pearl diving off the coast.
59,"Flap: acts as an early attempt at a warforged diplomat, but only spurts mangled platitudes and misremembered sayings. Works as an advisor for a king who mistakes these words as some deeper wisdom."
60,Horn: plays folksy tunes and strange melodies to the delight of many. His unique style comes from improvising one night after a group of envious bards crushed his fingers.
61,"Poppy: she works as an undertaker and mortician. Her work is without fault, but her bedside manner is atrocious as she speaks enthusiastically of death as aspect of her trade, rather than a tragic affair."
62,Pump: keeps the sluiceways and sewers of the city running. He curates a large collection of discarded treasures from above and takes a keen interest in the things people throw away.
63,"Judge: officiates games, duels, and tournaments of all types. His decrees are stern, but valued for their impartiality, precision, and immunity to bribes."
64,"Scratch: uses a pack of inks and built-in carving tools to create intricate tattoos. Meticulously sculpted patterns cover his limbs, and while expensive his designs are said to be works of powerful skin magic."
65,"Tamplin: works for nobility, using memorized charts and star maps to tell eerily accurate horoscopes as a travelling astrologer."
66,"Tow: patrols the local roads outside of town. Uses built in cables and her bulk to pull travelers out of the mud, while keeping an eye on the bizarre entities that call the nearby swamps home."
67,Wink: runs with a group of bandits that use her built in sleeping powder dispenser to steal from merchants as they slumber.
68,"Armsy: has 50 arms, a solid third of which are always whirring about completing various tasks while you converse with him. Chopping carrots, fixing a pocket watch, sharpening farm tools with sparks flying around the room, collecting payment, etc. Every surface of Armsy's shop is used to hang tools from pegs or serve as a staging area for complete and pending jobs. Townspeople come and go, mostly wordlessly, dropping off items with written task instructions and stacked coins as up-front payment. You don't ever really converse with Armsy. You trade handwritten notes. Armsy lacks any discernible head and never speaks. There is no empty space on Armsy that hasn't been used already to add extra arms. Some think a wizard lives inside Armsy. But that would be crazy, right?"
69,Scrape: works in the docks scraping barnacles from the underside of ships. She has a pet blue-ringed octopus.
70,"Kestle: They cut a surprisingly svelte figure, this swashbuckling Warforged. Currently a sailor offering their services on ships making short trips, they once dived for pearls before the local oysters were over-harvested and decimated by the growing pollution of the harbor."
71,"Rebexia: Throughout her life, Rebexia served as handmaiden to a series of socialites, women of status and nobility—her place in these entourages granting her ladies the glow of novelty. But sharp, perceptive and in possession of the faculty of total recall, Rebexia is an asset to her employers if they are smart enough to recognize it and a powerful force behind the scenes in her own right."
72,"Gamma: this warforged pays little attention to the party and continues their work, Gamma’s task is to plant a forest as a last wish of a woman, to see the plains full of trees again before they were all cut down to make machinations of war (trebuchet, catapults, siege towers). Gamma has spent at least a decade planting trees and maintaining them for optimum growth, bringing life back to a place that was full of so much death."
73,"Steambreather: previously a factory worker, after an unfortune accident his right arm was replaced with an oversized heavy lifting arm. When he's not making forgings, you can find him in the tavern taking part arm wrestling competitions. He has a fierce rivalry with an orc, Bloodtusker, in the city and they are known for stalemate matches that can last for hours, Bloodtuskers brow sweating in frustration as Steambreather spews clouds of fog as he strains."
74,"Quill: a scribe and scholar built to collect lore, obsessed with finding a famous hidden library filled to the brim with forgotten secrets."
75,"Tapper: a bartender who DESPERATELY wants to find an alcoholic beverage potent enough to get his metal ass wasted. So far, no such luck."
76,Keys: a pianist who plays “The Entertainer” on repeat in a sleepy saloon. It gets pretty irritating after a while.
77,"Anvil: a blessing for the small town that he lives in; created to serve Moradin long ago, he is now the blacksmith. He never sleeps and he doesn’t eat, so all of the small repairs the village needs are free of charge. He’s happy to simply create things that help others.... but he dreams of making a weapon worthy of Moradin."
78,"Mind: an experiment in how much of a soul can you truly give a warforged. It has psionics, and a high amount of empathy. It wishes that it could have children and a family like the other humanoids it knows."
79,Annie: A nanny who has been with the family for generations. Frequent sayings might be 'You're exactly like your great uncle so and so' or 'Your grandmother would severely disapprove were she still with us'
80,Hammer: his right arm can become a set of different sized hammers. From small construction hammers to war hammers. He does construction and security. He takes his weekends off seriously and talks in a mob accent addressing all his superiors as 'boss' with the drawn out 'o'.
81,"Miner: Though solidly built and having a pick affixed to one arm, this warforged is more useful digging for iron than trying to kill. Send him into the mines and watch your ore output increase."
82,Lumberjack: Comes with an axe fixed to his arm but is better suited to turning trees into lumber than turning orcs into corpses.
83,"Halitus: Latin for ‘breath’ or one’s last breath, since he was an evil sorcerer’s killing machine, living in the sorcerer’s dark and damp cellar. A “Bring out the gimp” ordeal. Played him as a runaway assassin/hexblade."
84,"Dent: A warforged designed to make armor and weapons for a religious order of knights. With broad shoulders and a tall frame, he’s efficient at forging larger, heavier weapons and armor."
85,"Quar: A custom unit designed for the Kings head of research into biological weapons. It features a rotating set of compartments of various sizes in its torso, designed to hold anything from tissue samples to disease-carrying rodents to amputated limbs."
86,"Censer: A gift to the church, this unit was designed to hold open heavy religious texts during services, refill oil lamps, and to burn incense, the smoke from which was dispersed through specially designed vents in its body."
87,"Dungheap: Equipped with a shovel blade, Dungheap tirelessly scrapes the dung, offal and carrion off the city streets and into the metal lined waste wagon to be hauled to the trash burning pits. When he finishes his assigned roads, he goes to the lords stable and scrapes the horse manure from the stables. Endlessly shoveling shit. A large city might employ a squad or more of this model."
88,"Hoss: A quadruped model with a horse shaped head, Hoss may not have the overland speed of a horse but has superior traction on steep up-slopes and he never fatigues, so Hoss has replaced equines in some cargo-hauling areas."
89,"Adyan: Constructed by a wealthy family to be a bodyguard and servant for the only child. As the child grew, she and Adyan became friends, and Adyan took on a more prominent role as her lab assistant as she pursued interests in herbalism and alchemical healing. Adyan serves her happily today, even now, in her old age."
90,"Auto: an envoy designed to transform into a hovercycle created as a personal transportation device for wealthy heirs with a need for speed. Built as a companion, their personality is a one of a people pleaser, constantly saying whatever they believe their companion wants to hear."
91,"Crane specializes in building tall buildings. Its hands and feet end in thin but strong claws, designed for inserting between stones to climb sheer walls. A large reel of rope and a hook on its back allow building materials to be winched into place."
92,"Piledriver was designed to carry and lay foundations for buildings. Standing at twelve feet tall, two of its hands are massive claws which can pick up entire tree-trunks, and the other two arms ends in blunt hammers to pound them into the ground."
93,"Hands: a six-armed materials handler for magical experiments. Due to years of standing close to wild magical effects, it glows brightly, with different parts of its hull giving off differently colored light. Occasionally, very minor magical effects happen around it, such as clothing fading or changing color, turnips changing into onions, or tiny fireworks going off."
94,"Tannoy: a Warforged who was built for a vain king with a speech impediment, now long dead. Its purpose was to allow the king to speak in a dignified manner at public events. It can shout loud enough to temporarily deafen anybody nearby but prefers to speak in a whisper."
95,"Elevator: Designed for an up-and-coming rival city to Sharn which wanted to build tall buildings but didn't have access to Sharn's flight-granting manifest zone. Elevator carries a large basket on its back and can climb ladders at an amazing speed. When the rival city was abandoned, Elevator migrated to a small clifftop town, where it carries fishermen and beach-pickers up and down the cliffs."
96,"Pump, a Warforged firefighter: Carries large reels of hose on its back, and a sledgehammer and fire axe to smash through burning buildings. Inside its chest is a fireproof chamber with enough space for one person."
97,"Keystone: Spends its days in a quarry, making intricate stonework. With the nearby city levelled centuries ago, there is no more demand for stone, so Keystone hauls the stones up to the edge of the quarry every night and has built a large town's worth of beautiful stone dwellings, monuments, and bridges."
98,"Mud and Nightsoil work at a nearby riverbank. Mud creates and fires bricks from the local clay, and Nightsoil hauls them into a nearby sewer entrance. Each of the empty dwellings in Keystone's town has access to sewerage thanks to Nightsoil's extensive brick-built sewer network, running with clean fresh water from a nearby mountain lake. Some of the sewer tunnels expand into cisterns and reservoirs or small natural caves, while others have walls paneled with scenes of everyday town life chiseled into the brickwork."
99,"Smithy: Created during the war as an armorer and field repair Artificer, assigned to a company of dwarves. After the treaty that granted all Warforged their freedom, he continued working under the senior officer as a blacksmith, among many other trades. In armor smithing he was especially gifted, being considered a master craftsman even by the children of Moradin. The years went by and he learned more than smithing from the stout-folk. Eventually he decided to dedicate his life to pleasing Moradin with his skills, offering help to anyone in need of either his tools or his Warhammer; all while speaking the blessings of the forge."
100,"Archie: He's a Warforged Archivist with a suite of pens and an ink reservoir integrated into his arm, and a Keen Mind to accurately recall the exact events he witnesses until he has enough time to record them."
