d100,Entry
69,I'm an obsessive toy collector. I have a veritable army of tinkerers and my lair is filled with clockwork creations no one is allowed to touch.
70,I'm an obsessive 'toy' collector and my lair is filled with unique and rare creatures trapped in suspended animation.
71,I see beauty in the stars and want to recreate it. I've got a perpetual and ever growing fireball I constantly feed with arcane energy.
72,"I fancy myself a fashion designer, creating clothes for lesser races to make them look more beautiful, more like me. Lately this just hasn't been scratching the itch for me and I've started into actual body modification."
73,"For the past 100 years I've had an itch on my back I can't reach to scratch, no matter what I try. It has driven me into jibbering insanity. I also try to smash my bulk against any creatures that enter my lair in order to get at the itch."
74,I abhor the inefficiency of urination and defecation in lesser races and view it as the great scientific problem of our time. I'm trying to solve it.
75,"I am convinced the Aboleth who lives in the river below me is my best friend in the world. He is, in reality, just glad to have someone to talk to since his kids never call, the Drow won't stop trying to enslave him, the mind flayers keep trying to eat his brain and most adventures go mad and claw their own eyes out when he tries to explain simple concepts to them."
76,"I consider myself to be a great chef, and serve the finest cuisine to all my guests. Unfortunately, their pathetic palates can't handle 300-year old pickled rust beast and giant cave fungus tartar."
77,"Alignment-wise I'm actually a good person, to anyone but fellow beholders, who I am convinced are all plotting to brutally murder me. I'm not cruel like they are, so I'll let them live as long as they don't attack me first. I spend most of my time tending my herd of gas spores. That way, when they come to kill me, they'll have to figure out which is the real me."
78,"I was once enslaved by an evil wizard, until I bit his head off when he least expected it. Now I'm convinced that every wizard wants to enslave me. ALL WIZARDS MUST DIE!"
79,"I'm building a working model of Mechanus. Some fool tried to explain to me that Mechanus is infinite and that it was therefore impossible to model it, so I paralyzed him and strapped him to the big gear until he agreed to help."
80,"There is a beholder who lives in that pool of water who consistently mocks me. I've tried to kill me again and again, but he always seems to reform."
81,"I adore sculpting, and have decorated my layer with hundreds of sculptures of the greatest being in the multiverse: me!"
82,"I love mirrors. I have millions of them. Lately though, I've been seeing something out of the corner of one my eye. Something is swimming through my mirrors."
83,"I am obsessed with cheese, but have no idea what the process is for making it, as I have no idea what 'milk' is and refuse to believe that is what it really is when its explained to me. Babies don't need to eat special food when they're born; they're born with teeth and able to eat normally as soon as they are vomited out of their mother's mouth."
84,"I was raised by dwarves, and, consequently, am still violent and insane, but towards beholders and all evil-aligned raced instead of the world in general. I am also an alcoholic."
85,I was born from the dreams of a dying beholder and because of this I was born half-complete with only enough knowledge to survive.
86,"I've devoted my life to making the perfect poached egg, and have recently discovered that humanoid blood is the best liquid to poach with."
87,I have an extremely magical set of gloves and really would like to know how to wear them.
88,I know a wizard who casts Dream on me enabling me to continue having more and more children beholders in a dizzying array of mutations of my own perfect self.
89,I have to destroy my lair and start again whenever it's least expected. And the least expected time is when I have many visitors.
90,"The height of society and perfection is genteel hosting. I host balls and soirees to which everyone is invited. I watch from afar though, terrified of what my guests might think of me."
91,I saw a deer once and am consumed with jealousy of its beautiful antlers. My subordinates all wear antler helmets. I wear a headset fashioned out of glittering diamond and gold. If anyone with true antlers comes within my sight. I can't control myself.
92,My lair is a beautiful incredible echo chamber. Any creature within can hear my sonorous voice in Undercommon.
93,I love my pet goldfish.
94,"I have a vivisection theatre where I slowly and carefully experiment on all kinds of creatures. Any who would like to are welcome to come and watch. Should any audience members make even a sound during the procedure, they'll find themselves on the table next."
95,I believe that I am invisible.
96,"I want to summon a goristro, mind control it, strap myself to its waist as a belt and run around the world doing petty crime."
97,"I've developed an emotional connection to a little sickly gnomish boy. He lives in my lair and I do everything possible to keep him in good health but he keeps coughing. No clerics, no priests, no doctors have been able to cure him of his ailment. Perhaps, I'll have to beseech a higher power."
98,I'm going to wake the tarrasque.
99,"In order to preserve my health forever, I have a stash of dozens and dozens of Mellified Men."
100,"I am certain that there are types of beholders for other mortal senses, and any that disagree are untrustworthy."
