d100,Entry
62,"Malputon's Mechanical Mount: a bronze knee-high sphere with a small metal seat and a protruding yoke. Once mounted and started, the sphere wheels along the ground with a speed of 200 feet or quadruple the daily rate of a horse and rider. The seat is poorly stabilized, and the rider must make 10 Dex saving throws (DC 16) for each day of riding, or else fall from the mount and watch as it treadles into the horizon."
63,"Mavis's Instant Malleable Metal: This small metal cylinder has as a plunger on one end that sticks tight to any piece of metal it is placed on. A DC 14 strength check is required to pry the cylinder off. When the command word is spoken, the cylinder casts Heat Metal on the metal it is stuck to until the command word is spoken again, at which point it becomes unstuck and falls off. Invaluable for any blacksmith on the go."
64,"Fizz-Spork's Sustenance Seeder: Wide nozzled rifle with a hose that connects to a large, seed holding backpack. A proprietary mix of seeds are stored in the backpack area, the portions only known to Fizz-spork himself. The user sprays seeds in an open field, in the shape of a pyramid to ensure correct sustenance portions. When done correctly, this will grow a perfect selection of crops, sure to last any village through the winter. Sadly Fizz-spork has been bribed by the local vegetable guilds. So, in reality, it only grows the most bland and rotten of fruits, sure to ruin fruits good name and drive customers to the vegetable guild's market."
65,"Spring-mallet's Mice o' Matic: A helm that is sombrero sized, made of brass and tin, etched to the glories of rodents past. Many wires protrude, sending off yellow sparks when in use. When a user dons this helm, they gain the ability to speak and read any mouse's thoughts in a 100-yard radius. After a few hours of wearing the helm, a user can even start to control the minds of mice. Was designed to be a spying device, as the inventor dreamed of sending mind-controlled mouse spies into her rival's homes. Due to a lack of testing subjects (as of course, mice are the best lab rats, and they already speak mouse), the device merges the mind of the user and mice over time. Prolonged use may lead to the user having a strange desire to make bathroom in wood chips and have strong cravings for cheese."
66,"Radrey Zerz’s Pocket Transport: a four-inch by four-inch by one-inch box that unfolds into a small two wheeled vehicle with a T-shaped handle, propelled by the rider kicking off from one leg. Its base speed is 50ft, but any attempt to ride a distance other than exactly 25 feet requires a Dexterity check DC 18."
67,The Thunder Muffs: Yellow earmuffs that let you hear what thunder sounds like up close.
68,The Acid Club: A 5-foot stick with 3 jars of acid attached to the end.
69,The Fingerpurse: A purse with teeth that closes tightly if it detects that someone has their hands in it. (Coins are meant to be poured out)
70,"magical sparkle torch. Provides more light than a traditional torch as it slowly burns down, if put out the wick returns to its original length, but don't let it burn down all the way or it will explode for 6d6 damage. (it's dynamite)"
71,"Ball Lightning: If outside, every time the ball makes contact with a new surface, lightning strikes it. DO NOT DROP."
72,The Entertainer: A toy for children that pits to people against each other in a game of rock paper scissors and the loser gets hit with what they lost to such as being clobbered with rocks cut with scissors or pelted with paper.
73,Uma’s Amazing Unguent: Applying this grease to your hair or beard gives you a +2 boost to Charisma for an hour! It also makes you vulnerable (x 2) to fire damage until your next bath.
74,Magical Boots of Blinding Speed: These boots greatly increase your movement speed. You are blinded while using them!
75,"Saddle of Safe Evacuation: This saddle is amazingly well constructed and confers either advantage or a bonus to ride checks of any animal with the approximate mass of a standard horse. As an added feature, it can launch the rider 30' into the air simply by applying pressure to both stirrups and shouting, clearly, 'Go!' in any of 32 languages. There's always a 50% chance that the language is one understood by the animal. Upon activation the animal takes 30' worth of falling damage. Without external influence, the users will take 30' of falling damage upon impact. Originally employed as a safety device in Whirrleygigs Spinning Hover Conveyance."
76,"The Quick Carver: A large very sharp knife. When the blade meets resistance, it begins to vibrate to aid in cutting. This may allow the knife to cut through harder objects or to cut through more material faster. The strength of this vibration is random though. When a character uses this knife roll a D20 -5 to determine the vibration's DC. The character must roll a Slight of Hand (DEX) save against this DC. On a failed save the character or another nearby creature or object takes 1d6 slashing damage at the DM's discretion. WARNING - It is not advised to sheath this knife."
77,Dwarf Tosser Catapault: perfect for launching your axe wielding dwarf across caverns or straight into the heat of battle! Parachute and/or impact cushioning and/or healing potions not included.
78,Flying Fire Boots: uses powerful fire explosions to propel you up. Doesn't take provide easy to control direction or speed and has no fire protection.
79,"Lightning Fists/Gloves: embedded with magic to shock those it hits but has no way to designate friend of foe. If you even touch the outside of them, you get zapped. It is unstable when wet."
80,"Dark Vision Goggles: it basically amplifies the existing light in front of you within the goggles. Dim light becomes normal, non-magic darkness becomes dim. Same issue (but worse) as normal night vision in normal or bright light, causing temporary blindness."
81,"Firecracker: throw it in fire, makes cracking noises and sparks, but then explodes into tiny pieces."
82,"Multitool of Amazement contains various tools like wrench, screwdriver, lighter, pencil, torch fuel, taser, flute, mint dispenser, sleeping gas. It's not terribly user friendly or obvious which is which. You can see the problems with mixing them up."
83,"Speedy Ice Skates of Quickness: these ice skates triple your speed on ice and gives you control of direction on ice. You can't slow down at all though, but why would you want to."
84,"The Steam Powered Spoon: A spoon that moves in a jack hammer fashion. It is meant to smash rocks into smaller pieces, making them more easily digestible."
85,"Belmont’s Web of Fire Cube in a Can: By using the pull ring at the top of this tall slender can, the user shoots out a sticky web measuring ten feet in diameter as a ranged spell attack. The web requires a dexterity save or strength save or all those in its area of effect are grappled. One turn after the web has been deployed, it bursts into flames that fill a ten foot by ten foot by ten-foot cube and last 1d4 rounds. The flames inflict 1d8 fire damage per round and characters are blinded while within the AOE."
86,"The Exploding Can: By using the trigger, you activate the oil in the metal can. It ignites a round later and explodes in another round dealing 2d4 in a 5' radius circle."
87,"The Fire Sword: With the press of a button, a small flame increases size to 4 feet long in a sword shape. The Sword does 2d4 Fire Damage. It has a 10% percent chance of Exploding dealing 2d4 in a 5' radius circle."
88,"Phoenix Flares: A new kind of construct that bursts into flame and soars gracefully upwards and elegantly performs aerial acrobatics. Unfortunately its inability to extinguish itself and a few incidents where they burned entire fleets of ships by setting one ship on fire causing the phoenix flare on that ship to ignite and fly into even more ships has stopped any sensible shipping company from buying them , even when having to buy more flares after every sea monster attack."
89,"Filly Lightfinger’s Marble Dispensing Escape Buckle, whereas the wearer secretly triggers the dispensing mechanism that begins to drop hundreds of small spherical metal beads that confound pursuers (and perhaps sometimes the pursued, but I digress...)"
90,"Hare's Legs: boots with straps and springs attached to the bottom. You can jump 20ft. into the air, and a distance of up to 30ft. Every time you land however, you have to make a Dex or str save or twist an ankle."
91,"Astro Goggles: meant for magical stargazing, these goggles will amplify the light of the stars for you! They also let you see any other small amount of light and inform you if it's regular or magical light. If too much light falls into it though, they will begin to burn your eye out."
92,"Tilling boots: A set of shoes that move you along via spinning blades meant for tilling up farmland. You move along at high speeds, with very sharp, fast-spinning blades attached to your feet. What could go wrong?"
93,"Klick's Iron Horse: Originally from the world of Eberron, enterprising spelljammer captains have brought these amazing automata to many worlds. Built to be mounts for Warforged, they resemble nothing so much as a 6-legged Clydesdale. Unfortunately, their turning or braking power lags behind their charge power. They've wrecked entire buildings, thrown riders off cliffs, and generally can be a nuisance if mishandled."
94,"Eksni’s Pointed Beam: a small, discreet metal cylinder that fits into the palm of a medium sized humanoid’s hand. The button attached to the side exclaims “Press Me!” In Gnomish scrawl. Upon pressing the button, a spark of energy ignited inside the tube and projects a beam of red light where it is pointed. If held while used it is uncomfortably warm to the touch, and some models have been reported to spontaneous combust upon ignition."
95,"Flammenwerfer: large gun held like a flamethrower because it basically is one. Torch holder at the front in front of the nozzle. Smallish oil barrel with a piston head at the top with a heavy rock or something to create pressure. When fired, nozzle opens at the front which allows oil to leave by being squeezed out by the heavy piston slowly moving down the oil barrel. When nozzle closes it stops naturally. The oil sprays out a thin nozzle so it’s not too much and can be set alight by the flaming torch in the torch holder but still enough so that it can travel a few meters while on fire. Prone to having fire go back into the pressurized oil container which ends about as well as you’d expect."
96,Leibowitz's Returning Key Fob: A key ring and fob that returns to the user at tremendous speed to pelt them with their misplaced keys for 1d6 bludgeoning damage on a failed DEX save. Leibowitz never did dial back the velocity of the returning enchantment.
97,"Lily's Opening Reversal mechanism: While not entirely useful, it’s certainly innovative. A device that when physically operated into any type of door will make it reverse its orientation of opening, if previously you would need to pull the door to open it, you now need to push it and vice versa. It achieves this by twisting the physical structure of the door on its axis, fast and in a violent way so the hinges are on the opposite side of the door arch. When installed the operator must succeed a Reflex save to not get hit by the twisting door or get hit by 1d4/6 blunt damage."
98,"Absinthe Candle: An inventive yet stupid gnome by the name of Dankel found himself in a dark bar. In an attempt to impress his fellow bar patrons by creating a light just with what he could find around said bar, Dankel soaked a rag in absinthe, pushed it halfway into the bottle and lit the half of the rap hanging out. It did create a fairly bright but unfortunately quite unruly flame... ultimately causing him to drop the bottle to the ground, starting an even brighter and more unruly flame! ...that eventually took the whole bar down with it... An unfortunate accident really, but it led to the invention of a rather effective weapon!"
99,"Gelfe's Hearty Spike: A mechanical spike that is driven directly into the user's heart. It delivers a proprietary blend of potions directly into the bloodstream through the heart giving the spiked user a heightened sense of awareness (+3 to perception checks) and it also gives the user increased anxiety and an unshakable sense that something bad is about to happen. The user is killed if the spike is removed, oh wait."
100,Tanker's Underwater Propeller: A device that a swimmer activates underwater and the user holds on to it with their hands as it propels the use forward 60 feet per round for 10 rounds. There is no off switch. After 10 rounds the machine turns off and can be activated again after 10 rounds.
