d100,Entry
41,"The path approaches a pond. The pond is perfectly square around the outside, and the path moves over the pond, on a series of rough laid stones covered in mosses, in a curved pattern. Branching off the path at regular intervals are tight spirals of stone. The pond is smooth and several Koi fish can be seen swimming in the clear water."
42,"As you approach this section of trail a shimmering humanoid can be seen standing by a tree, smiling politely. When you are close enough the human figure - a young man wearing a well tailored three piece suit - offers a tour. If you take the tour, he will tell about a historical battle fought in this very forest hundreds of years ago when the land was contested between elves and a clan of centaur. If you decline, the humanoid wishes you well and goes back to smiling politely."
43,"It has rained recently, the ground is wet and muddy. As you continue on you come upon a deck of cards that has been scattered through the forest, some cards in the trail, some in trees, some half buried, but all of them are clean and pristine. If the party manages to gather all the cards, they immediately re-scatter from the holder's hand, all over the forest once again."
44,"A single tree in the forest, a few yards off from the trail, shimmers with refracted light. On closer inspection the whole tree appears to have been carved from a massive deep blue tourmaline."
45,"Someone has put down mile markers along the trail, big slabs of local stone with carefully carved dwarven numbers. They are not evenly spaced though, and don't seem to accurately reflect distance at all."
46,A fox is resting on top of a sunny rock. The trail splits in two to go around the rock and then recombines on the other side.
47,"The trail has begun to run alongside a low, calm creek with flat stones at the bottom. The water is only about calf-high. Walking in the water is soothing and invigorating. However every so often the creek bed is marred with deep (20+ yard) stone holes, perfectly circular."
48,"The forest which was wild at the start of your journey, has been cleared of all trees except for birch [willow, maple, whatever], and there are no leaves on the ground . You don't see any stumps. Nature check (10 or better) and you see that many patches of the earth have been filled in with fresh soil. Careful observation reveals that this patch of the forest trail deviates slightly from your map, but recombines with the expected trail when the birch forest ends."
49,"Someone has hung lanterns through this stretch of the forest trail. At night they light up with colorful elemental light. Every so often, you think you can see a lantern far off in the forest, away from the trail. Probably a trick of your eyes."
50,"At the top of a massive sequoia tree you can clearly see a single window, lit from the inside. After looking for a while, the light goes out and the window disappears."
51,"Someone has placed massive glowing spheres in the trees nearby, which have begun to grow over the spheres with time. The spheres glow a yellow orange and range from one foot to 4 feet in diameter. Some are high up in drooping branches, some tucked into the roots of trees."
52,"In the forest something vaguely humanoid catches your eye, just for a moment. It is deep in the brush but, moving your head slightly, you can just barely make the outline of a person. If the party inspects further they will find a human sized sculpture made entirely of a mirrored surface, to reflect the forest around them."
53,"Broken pottery scatters the ground. Pieces of broken flower pots lay all around the roots of the trees here, giving the sense that these trees burst out of their former containers rather quickly."
54,"Someone has knit a long winding strip of colorful yarn to cover the path for the next 10 yards. The yarn seems stain resistant and resilient, as the colors have held true for who knows how long. Walking on it is very soft and pleasant."
55,"Someone has come through this section of forest and dug the soil away from the trail to form a sort of top-down view of a home. The 'pit' is about 6 feet down, and contains furnishings and walls formed from the soil, avoiding tree roots where it can. The house meanders along the path and is not traditionally square or regular. The path is untouched, but bisects this 'house' of sorts."
56,"Though the area here is wild, someone has planted a row of rosebushes along this section of trail, the roses are in full, brilliant bloom."
57,A statue of an angel with a large stone sword stands to the right of the trail. Several small pouches have been laid at its feet.
58,"You can hear faint voices up ahead. As you approach, you seem to have stumbled into a painting class. Students at a wide range of ages are scattered throughout the field with easels, painting the landscape. A teacher, and old woman, walks between them offering critique and guiding her students."
59,"The trees overhead have had translucent fabric hung from their branches, just barely reaching the trail. It is easy to push the fabric aside to continue. As the trail progresses the fabric changes from white to pink and on through a rainbow of colors."
60,"The trees along this stretch of pathway have had a myriad of wedding dresses fitted to their trunks. Some of the dresses are older, rotting away with mosses and torn by the growing trunk. Some are recent and pristine."
61,"A hundred or so Wands have been stuck point first into the soil at the edge of the trail, making a small field of sticks. Each wand appears to be different in style, and some appear to be affecting the surrounding plant life with their presence."
62,"The trail slopes downward into a field of mostly boulders. All throughout someone has lit incense atop the rocks, creating a strongly perfumed smoky fog along the trail."
63,"A large red clay pot has been placed on its side at the top of a nearby creek falls. The back of the pot has been removed to let water flow in, changing the waterfall's course to flow out of the mouth of the pot, giving the effect of constant pouring."
64,"Woven spheres of sticks have been placed over sprouting plants along the trail. It appears the intent was to encourage planted vines and bushes to grow into the sphere pattern, but the plants have only just recently begun to grow."
65,"A huge tree grows at the bend in the trail, apparently healthy. However a full 2 feet of trunk has been removed, leaving the top of the tree hovering, fully unsupported. In place of the missing trunk, a crystal pendulum is attached to the top part of the tree, hanging down in the center of the would-be trunk. A detailed glyph has been burned into the bottom stump depicting an 8 pointed star with axis for 'Yes', 'No', 'Trusted' and 'Deceiver'. As people walk by the pendulum moves to point to different areas of the glyph."
66,A tree ahead is blooming out of season. Upon closer inspection at the base of each blossom a silver ring fits snugly. Removing the ring causes the blossom to wither and die.
67,"Ahead the mountain trail gives way down a steep cliff with a descending staircase. Along the way, several man-made turquoise pools of water cascade down into one another from a local spring. The pools each feed into one another and have a submerged bench to seat between 5 and 10. No other people can be seen."
68,"You began noticing a few spider webs catching morning dew as you continue. The webbing becomes more and more common and as it does, the strands shimmer with iridescent color. After a while thick and heavy opal strands drape over the trail like blankets. Eventually the webbing fades like it appeared, and the trail is clear again. For the rest of the day, your party is unperturbed by insects."
69,"The trail passes by a clearing with a circle of wagons at the center. The wagons appear to be overgrown and rotting. On closer inspection there are a group of statues of merchants in poses of laughter, trade, or rest. All of them appear happy. Many of the wagons contain small offerings, perhaps left by passing merchants?"
70,"Ahead you can clearly see snow falling, regardless of season. The trail passes through the center of a miniature town sculpted from toothpicks. The town is massively detailed, with the tallest 4 story buildings only raising to chest height. Tiny lights have been enchanted in the lamp posts and houses. Snow gently falls here, landing in the soil, but never accumulates more than an inch."
71,"The forest ahead is filled with birdhouses of various shapes and styles. Birdseed has been scattered, and birdfeeders hang off from the trail. The whole forest is alive with bird calls."
72,"You happen across a long bridge spanning a chasm. Glancing to the northeast you see another bridge, made of a fallen tree and much more wild than this one. A procession of elk, deer, wolves and smaller creatures are crossing the bridge calmly together. When they reach the other side you can no longer see them."
73,"You hear the sound of distant creaking. Perception check to spot, deep in the forest, a structure. Far off the trail is an overgrown sailing ship, sails unfurled and billowing. There is a large hole in the hull. Trees and mosses have overtaken the ship."
74,"The trail opens to a cliff's edge, overlooking the village ahead, rolling patches of farmland quilt the land below. A tall church tower rises up from between the wooden homes. A gust of wind pulls across the land, making a ridge of bowed plants and curling the smoke from the chimneys."
75,"A pair of gigantic antlers are arched over the trail, over the party's heads with room to spare. Glistening strings with blown glass stars have been hung from various points on the antlers."
76,"The trail peters out over an open field, several groups of locals are scattered in the grasses on blankets, eating and laughing. The groups appear to be friends and families, with many children running and playing. Tonight the Northern Lights are expected to make a great showing, according to the local wizard, and people are already arriving to get good seats."
77,"The trail passes by half a stone face carved from a boulder, Just this half of the face is taller than any party member. A mile down the trail, the other half of the face. Farther still, a hand holding a sword hilt and the broken fragments of sword. Then another hand holding onto a lantern the size of a small house, lit by some magical force. The plant life around this lantern has withered to dust. At the center of the next village is a massive stone platform."
78,"Paint marks on the trees of this forest come together from one specific viewing angle to form the portrait of an elf, from all other angles the paint simply looks like a chaotic mess."
79,"The trail passes by a circular mirror which is being held from behind by a statue. The Statue depicts a man in a cloak with an impossibly long neck and the face of a barn owl, peering over the top of the mirror and gazing at itself."
80,"Along the trail are spheres of iron, hollow on the inside about 2 feet in diameter. The iron shell has been cut out to show a forest scene made in metal, each sphere has a different scene. Someone has set a campfire inside each. The fire on the inside of the sculpture backlights the iron cutouts, and lights the trail."
81,"Someone has placed dress forms along the trail. Over time the forest has re-claimed the dress forms. Mosses drape over some, vines crawl up others, flowers have bloomed around the base of one, making a very impressive neckline. Each mannequin seems to have grown a beautiful dress or suit."
82,"Several tree trunks have been stripped of all branches and bark. Faces and animal forms have been carved into the remaining wood, still rooted to the ground."
83,"In the lush green forest a massive circle of obsidian, about 20 feet across, has been placed just off the trail. It is elevated off the ground about 2 feet, held up by wrought iron legs. A recent rainfall has filled the slightly concave surface with perfectly smooth reflective water. After looking for a moment, a drop of water falls from a tree, disturbing the smooth surface."
84,"Rather than building a bridge over the top of this stream, someone has tunneled underneath. Inside the tunnel is lit by a cluster of luminescent moths."
85,"The forest seems to be recovering from a fire, perhaps one or two years prior. In the wake of the fire someone has come through with colorful translucent resin, pouring it in the cracks of half burned trees and logs and reshaping the portions that has been burned. With the returning overgrowth the forest appears bright and surreal."
86,"Several animal skulls are piled to the right of the trail. Each one has been delicately carved with an intricate pattern, without losing the structural integrity of the skulls."
87,"At a bend in the trail, just off to the right, someone has placed a perfectly smooth cylinder of white marble, 7 feet tall. Walking around to the back of the cylinder reveals a highly detailed face has been carved into a deep crack in the marble."
88,"On either side of the trail Two massive stone wings have been placed, reaching toward the sky."
89,"A massive illusionary koi fish swims through the forest trees along the trail. Every so often dipping down to pass right through the party. Each time it does, the air smells of fresh mint."
90,"Someone has taken the heads of old broken shovels and attached them at the base to make a huge metal pine cone. Then they placed it on this trail, for some reason."
91,"At first you think perhaps someone has spilled a bag of coins, but you realize that the scattered coins get more and more dense, almost like a mosaic. For about 10 yards the trail is perfectly paved with coins before the trail peters out again. The coins here appear to be from all different regions, in small denominations. Should you leave some coins to further the trail too?"
92,"The trail here has been draped with mosquito netting. In addition to freeing you from the pestering of insects, you also have a chance to see several beautiful moths and butterflies up close from the other side of the net, they don't seem to notice you while you are in the netting."
93,A stray dog wanders up to you on the trail and decides to walk with you. He has a red bandanna tied around his neck. After about a mile or so he wanders off again.
94,"Passing by a wide stream you spy a stray cat walking into the water. To your shock the water arcs around the cat, keeping it perfectly dry. With a deft swipe the cat snatches a fish from the water wall in front of it, and leaves the stream, still dry, now fed."
95,The trail has become a stone hopscotch board.
96,You come upon a small decorated sign that reads 'the masquerade trail - Speak aloud your costume' The sign can not be passed without speaking a request. For the next 6 miles of trail an illusion of the requested costume surrounds you. Along the trail several other costumed travelers pass.
97,A sculpture of a giant metal key leans against an old tree. It is labeled 'Important'.
98,"The trail bisects a white wall, 6 feet high. The wall moves from north to south in a straight line, with no end in sight. Passing through the wall the interior side shows two different scenes, in motion. On the wall running north; a snowy village with several children having a snowball fight. On the wall running south; A bustling city in the midst of a festival. The wall is made of calcite, a Rock that refracts light and images."
99,"The path opens up into a field where several gigantic metal rings support celestial sculptures. The Sun and Moon are represented by colorful and bright spheres carved into the faces of two women. Other planets and important stars have their own rings. It appears that the rings move in time with the celestial bodies, accurately depicting their position from the perspective of someone at the center of the sculpture."
100,"The forest has changed to become meticulously kept, more like a garden than the wilderness. At the base of each forest tree for the next mile is a small table with a bonsai tree, a perfect miniature of the tree it has been placed under. After a mile you come across an elderly man who is tending to a bonsai, not yet quite perfectly matching it respective tree. The Man invites you for a meal and a blessing from the forest."
