d100,Entry
77,"You hear the voices of your childhood best friend, describing some childish adventure you went on together when you were young, jumping and laughing and playing in the wilderness. As the story goes on, your friend becomes quieter and his voice wavers, as he talks about that ill-fated leap, where you jumped too far, fell, and died. The voice fades."
78,"Your weapon begins insulting you, berating you and calling you a failure. Your armor and tools try to defend you and they start arguing."
79,"Your fellow party members begin to resemble large, humanoid, chittering crabs. They smell of sea-salt so strongly you want to puke. They speak in garbled, alien voices and move erratically about like insects."
80,Every time you take a step musical notes are played
81,"You think that you are constantly being licked (be it by an imaginary litter of puppies, each head of a chimera or one very creepy orc)"
82,You hallucinate that you have a baby in your hands that you feel inherently inclined to over-protect
83,If inside the walls of the room begin closing in on you/if outside the ground begins to crack and split
84,A small object in the vicinity comes to life and beings moving of its own volition.
85,"Characters and some objects emit violently bright auras, making them difficult to look at directly."
86,An inanimate object begins to strike up a very boring conversation with you.
87,"All straight lines and edges begin to wobble and shiver, causing mild nausea if stared at."
88,"You feel blood dripping from your nose, ears and eyes."
89,"All inanimate objects in the room begin to release coloured gasses, which have smells ranging from delightful to foul."
90,You feel as if your torso and your legs are separated by a distance of three feet (horizontally or vertically at the DM's discretion).
91,"You feel your skin begins to transform into one of the following (d8 roll) - stone, brick, brass, silver, gold, wood, glass, paper."
92,You feel as if your fingers and toes are elongating. Hand and foot coverings become unbearable to wear and it is difficult to walk or hold objects.
93,"You feel like your body is slowly melting, like a candle with a too hot flame."
94,"You feel like you are being rained on. If the hallucination is ignored, the rain begins to turn to sleet, and then hail if ignored again."
95,"The eyes of everyone around you start to change shape or colour, unless you hold eye contact. Whenever you break contact, they're eyes have changed again."
96,"The wind is guiding you. You can only be stationary or move in the same direction the wind is blowing. If there are no detectable air currents, you move around as normal."
97,"There is something shadowy at the periphery of your vision. Every time you turn to try and see it, there is noting there. When you turn back, it's back at the edge of your sight."
98,"You feel like someone is sneaking up behind you. You hear occasional breathing, footsteps and muffled sounds of movement."
99,Everyone in your immediate vicinity has suddenly become young children. You are the only adult present and need to tell everyone what to do. Anyone misbehaving or talking back needs a good smacking.
100,"You feel it is incredibly important to revisit the last place you went to the bathroom, and you will find tour great destiny there."
