d100,Entry
69,"There best child hood friend was a goblin, this is never revealed, would hide and play with the goblin growing up. Stories of their adventures are flavored as though the goblin was an imaginary creature."
70,Was friends with a half-orc as a child. Now has a very soft spot for them. Will fight orcs to the death no problem.
71,"Always has to sleep with a rock under there pillow, otherwise they have a horrible nights rest, and wake up on the wrong side of the bed the next morning."
72,"Is very understanding that not everyone can grow a beard, but scoffs at those that shave butcher their own beards."
73,"Claims that they are fastest dwarf alive, and that they can move more than 25ft in a turn. (No they can't - DM)"
74,"Has 15 siblings. At least one drops in unannounced every week, and they fill up the house/hut/guild hall during the holidays."
75,"Carries a peculiar small stone golem with rubies for eyes. claims it is just a doll from his/her childhood mountain, but attunement and magical energies suggest otherwise."
76,Old dwarf (350-380 years old) wears a pair of spectacles with stone rims. Handcrafted and very old. Emblazoned with rubies and lesser gems. Grants low-light vision only in caves and mountain passes.
77,Honors their deep dwarf roots by lighting the end of their braids or moustache on fire before battle to intimidate enemies.
78,Regrets serving their old god and is looking for a new one.
79,Treats all Gnomes and Halflings as Dwarf babies.
80,"is an avid wrestler, both the sport and the scripted spectacle. Knows all the underground wrestlers and where/when the biggest matches will be held. Goes every chance he/she gets."
81,Won't eat anything that is not 'Dwarven Cuisine'.
82,"Is convinced that everything good was invented by dwarves - and likes to tell this to anyone, willing to listen or not."
83,thinks magical classes are unworthy. A real fight has no shortcuts. Always makes puns about magic users and how they are not able to do things the ordinary way.
84,Plays bagpipes at sunrise every holy day of the week.
85,"Hates (choose a race). If something bad happens he accuses that race for it even if there where none around. Always makes puns about the weakness, the size and the magical traits of this race."
86,Immediately becomes friends with people who paysfor his drinks.
87,Why are your ears so pointy?' I asked. 'Why is your nose so big?' They said. I miss that stupid elf.
88,Claims to be a heir of a former king (He's not.).
89,This dwarf has multiple spouses.
90,"Because of their upbringing, they start every fight by throwing a stone. Either to incapacitate an enemy or distract them. 'I'll stop doing it when it stops working.' is their response."
91,"Thinks the end of days will come in their lifetime. Thus, they are extremely cautious to engage in anything that comes with a long-term commitment."
92,Missing a quarter of his/her hair from dragon fire. Still pissed about it.
93,Doesn't believe in Goliaths. He thinks those are just tall humans who work out.
94,"Protects women with vastly more valor than men, even when he risks his own life."
95,Uses his first bonus action in combat to taunt enemies (deception roll).
96,Bakes his own bread. Doesn't trust 'that elf' and his baked goods.
97,Likes fishing. Can often be found sitting by a lake or a river and fishing... while drinking obviously.
98,Doesn't like spending gold. Will always try to trade items first (I'll give you my biscuit for your ale)
99,"Thinks gems can predict the future. Emeralds are unlucky and finding them in a dungeons only means doom is ahead. Rubies mean strength and a good omen. Sapphires mean someone will need your help, and so on."
100,"Hates the sound of metal clanking as he grew up next to a blacksmith, who would at odd hours, which would keep him up at night. He sleeps with ear plugs when in the city."
