d100,Entry
68,Just a few clods of dirt and some pebbles.
69,A single metal needle bent into a perfect circle.
70,A wax seal of a prominent noble in the land who has recently gone missing.
71,A scrap of paper with a script that you can't read (PC doesn't know it is written in illusory script).
72,A charm of obsidian antlers on a broken chain.
73,A couple of pieces of chalk.
74,A crumpled note that is damaged beyond legibility.
75,"A scrap of parchment that has a map drawn on it. It seems to be of streets in a city, but you can’t tell where."
76,"5 pp, but they're actually chocolate."
77,A bag of boogers they've been saving for some sick reason.
78,A love letter to the PC's mother.
79,A popular novel published recently with an elven-made bookmark stuck inside.
80,A very small spellbook containing 3 cantrips and 2 first-level spells. There are also notes about the location of dungeons and the layout of magical ley lines in the area.
81,A cracked or flawed ion stone in a felt-lined box.
82,An enchanted 10 foot pole that somehow fits in any ordinary pocket.
83,A half eaten piece of jerky.
84,"A folded note that reads 'come to (x place) at dusk, thursday night, or you'll never see her again. come alone, and bring the money. Or else.'"
85,A broken pocket watch.
86,A canine tooth with a tiny metal dogtag next to it. It only has a very tiny paw print carved onto it.
87,"An envelope with money and a small letter apologizing for the small amount, promising not to spend any on food next time so the kids will have more."
88,"An old, tarnished wedding ring obviously not worn in a while."
89,A collector's set of very tiny letter openers.
90,"Very large clumps of tangled hair tied tightly together, holding a robin's egg inside."
91,A one year sober chip.
92,A confession love letter.
93,A certificate of adoption for a boy at a local orphanage.
94,A letter to a loved one promising them they will see them soon after nearly a decade apart.
95,"Just a regular silver coin. There is nothing special about it. Nothing, really."
96,A wooden box filled with polished copper coins.
97,An advertisement for the local tavern.
98,A small loaf of bread filled with a spicy pepper sauce.
99,A small wooden figurine carved into the shape of an owlbear.
100,A well made doll. Odd... it looks like one of the players.
