d100,Entry
10,"So there I was, tied up. Not 20 feet from this sorceress and her gaggle of cultists. As the I was cutting my way through my bonds, and trying to signal to my mates that we need to stop this. The cultists were Chanting, the clouds were getting darker and the villager in the middle of the throng was getting really nervous. But all I could think about was that damn sorceress. Anyway, that's how I met my first ex-wife."
11,"That ain't nothin' to be scared of. You ever been chased by an undead thunder lizard, vomiting zombies? I tell yah, that'll change the color of your pants and maybe even your religion!"
12,"So you should have seen it: Me, the most beautiful woman you ever saw and a table that turned out to be a mimic. Her palms were stuck to the surface for reasons I as gentleman shall not get into, and I was swinging my sword with one hand and hitching up my trousers with another. Anyway that was the last time I snuck into the Wizard's college storage cellar to fool around."
13,"No crud, there I was at the Battle of Deepwater Isle, standing in front of the walls to Waterdeep. A hundred Sahaugin were storming up the bank, angry as a cat in a pond. We held them back, dropping them 3 to 1. Problem is, that wasn't fast enough and they just kept coming. Well, the Blackstaffs showed up on the wall behind us. Yah ever see what a Fireball does to aquatic flesh? It scared 'em, scared 'em right good but I tell yah, you never smell something so bad as burning water goblin! Except maybe troglodyte..."
14,"That's some nice shootin' there. Did I ever tell you about the time I one-shotted an orc with my sling? See, we was jumped on the Trade Way, just a simple escort job. This little warband of orcs jumped us on the road, lookin' for an easy take. Didn't expect we all had steel, yah see? We cut 'em down quick, but one slipped away, with a sack of valuables under his arm. That greenskin nicked an ox, no lie, tryin' to ride it for all its worth. He was bouncing all around and not gettin' too far. I picked up a rock off the ground, loaded my sling, one shot in the back of his head and he went tumblin'; dead before he hit the ground."
15,That's a fine bit o' gold there. Reminds me of the time I was prospecting for gold up north of Neverwinter. Mount Hotenow was still having its rumblings and we were pickin' pieces that size out of the rivers!
16,"Oh don't complain about this little drizzle. Did I ever tell you about the time I was sailing back from Chult? Musta been only a couple years ago. We had 3 ships, full of old relics, when a bad squall kicked up. Swells were 30 to 40 feet and rain was crushing down on us in sheets. We barely stayed afloat, and what's worse; Everytime the lightning flashed, we saw tentacles rising up from the depths. Only 2 of our ships made it back... (Looks off distantly, glassy-eyed in memory)"
17,"Now that's a fine bit o' cloth. Almost reminds me of Owlbear fur. I tell yah, ain't nothin' better for keepin' back the winter chill."
18,"I once wrestled 20 trolls with my bare hands! Yep, you should have seen those 15 hobgoblins, they were no match for me. Once they saw my muscles, those 10 kobolds ran for the hills!"
19,You'd be surprised how many times an adventurer met their end from overconfidence. I saw a man that cut a giant in two with a single slice die after insisting the river only looked deep.
20,Never ask a paladin about how their oath works unless you want an hour long moral philosophy lecture complete with some shameless proselytizing.
21,Took us nine days to find that phylactery. The lich was pretty pissed when we showed him it. That was the fourth time we killed that ancient relic disguised as a man but that was the first time any of us saw fear in an undead's eyes.
22,"Get bent, young-blood. You don't know nuthin' bout no adven'turing. I know so, 'cause if you'd tell me a story 'bout what yuve seen and I passed my wine jug wi'out noticin' then I'd cut my luv'ely beard! And I. Dunt. Cut. Muh. Beard. Or share teh wine...' (Now the PC's have a chance to RP their characters telling a story of the experiences their character has had.)"
23,"Say now, this reminds me of the time old Zollio rode a giant monitor lizard round the upside of a bridge to get a clear shot at the turtle dragon harassing us. Yessir, he was a sight to behold. Fell the whole way down and still managed to get the killing blow off that bow of his. I can't remember how we made it out of that one."
24,"So... you heard of the pale elf Drost Durden and his white tiger? He defied the laws of the over-light mountains, descended from their snowy peaks, and became a hero of the people. But thats just what the stories say, he is probably as cruel as the rest of them. (Note, there is a Dark Elf there listening to this story who looks very... very... very tired at listening to this)"
25,"See this scar on my chin? The first deer I ever killed, I must have been 14, no 13. I waited for hours in a tree. Shivering in the cold, hungry as a dog. I pissed myself. Finally a young buck casually strolled up to my tree. I was so cold, I was scared my staccato breathing would scare him off. I raised my bow and my hands were shaking. Luckily it was directly under me. I couldn't miss. I let go and the arrow stuck him good in his side. It jumped up and buck a few times like a roaring bull. Then it hopped around in a a zig zag and almost seemed to lay down for a nap. I was young but I knew to wait a moment before approaching. I slowly climbed down the tree. I slipped the last couple feet. I sauntered over to the deer. I slowly kneeled down beside him. I took a moment to admire the steam coming off his body which some druids believe is the deer's life essence leaving this plane. I leaned in close to his face and I thanked him for his meat which I was about to consume. The deer pulled its head back and butted me right in the face. His antler leaving a deep gouge in my chin. He jumped up took a couple steps and again collapsed under its own weight. At 13 years old, I provided for my family that cold night."
26,"When I was your age, we had no idea that there were any other 'planes'. You were born on the prime material, and that's the way we liked it!"
27,"When I was your age, we walked thousands of leagues to dungeons! Uphill both ways!"
28,"Let me tell you something, young adventurer. Treat well you're boots for they protect you more than you know. That being said, I will never wear another pair again. I traded my boots for route sandals long ago, and let me tell you, I ain't putting on another pair of boots! I'd rather die! What do you mean I've used the same phrase twice in one sentence?"
29,"If you suspect that you're gonna run into gnolls, just piss yourself! Hyenae respect the scent of piss. Makes 'em feel like they're messing with the property of someone powerful, ya know?"
30,"I've never been a fan of 'preparing' spells. Back with the clergy of my youth, if you wanted a disease to be cured, THAT'S TOO BAD! YOU HAD TO DIE, JUST AS AMAUNATOR INTENDED!"
31,"I never much cared for dwarfs. To stalky. Too hairy. What are gonna do with all that hair, hm? I don't trust it."
32,"Listen well. You need a danger word. I don't care about safe words or what you do with them. A danger word. Some things out there change their shapes. Mimic us. Hide the truth from your eyes. We had a rule. You found a way to work the danger word into conversation if your suspicions were up, but not your patience. 'Eaglepeak'. That was ours. 'Weather here is nothing like Eaglepeak.' or, 'The food here is worse than Eaglepeak.'"
33,"One day I wondered off from my caravan to relieve myself in private. Just my luck I was ambushed by bandits at the worst possible moment. Then for the first time in my life I was happy to hear the raspy scream of an owlbear. The bandits all ran in opposite directions, the owlbear had pecked on of them really good and was in the process of turning him into a pincushion with its pointy beak. I pulled my pants up, again at the worst possible moment, and I slowly turned around and walked away, once I got far enough to not hear the pecking of flesh I ran."
34,"There we were, trapped on the bridge between the Harpies and the 4-armed Pirate-Gorillas, when Smendrik the Adequate (as we called him then) got the bright idea to cast Featherfall and Burning Hands through a barrel while we all stood on top! How we got the barrel is another interesting tale, you see it four years prior to then that we came across..."
35,"One time we met a Dwarf who bragged that he could disarm ANY trap. So we find something that looks suspicious and we let him prove himself. He's sitting there for 10 minutes trying to disarm a weird little square of tile and a gout of flame shoots out of the wall next to him and sets his beard on fire! He runs around smacking himself trying to put himself out until our cleric finally extinguished him with a water spell. He stands there for a bit, beard half burnt off and drenched in water, looks at us and says 'just avoid that tile'."
36,"One time, a long while ago, Trudy and I were trying to nab some merchant’s permit from a fancy party and Trudy got made. So, to sneak her out, I hid her underneath my ball gown. We were both lucky my corset was big enough. Of course, leaving so suddenly would have been suspicious, which is how I spent 3 hours walking around a party with my sister under my dress. Thankfully, no one offered me a dance."
37,"Never step through a portal. Not once, not ever. My party went through a portal that was supposed to be a shortcut into a wizard's tower, right to the top. Promise of some quality wands in that tower, made us step through without thinking too hard on it. Five years later I came back to the Prime Material with no friends and no wands. I don't talk about those years. Just don't trust portals is all I'm saying."
38,"I won't stand for slander against Warforged. They got souls and I won't hear no arguments about it. No talk of 'tinmen' or 'automatons' at my campfire. You take that backwards thinking to your little farm and hang up your sword, because you ain't fit to be an adventurer. You fight with a 'forged at your back, or you listen to them talkin' about the friends they lost in the first war, and you would know. They might be more human than you or me. Certainly more human than an elf. Don't get me started on those knife-ears."
39,"Never wake a sleeping Gnome. I'm not kidding about this. Sure, you know not to wake a Barbarian, liable to get your arms chopped off, but Gnomes are worse. They can cast spells before they're fully awake, see? Still half dreaming. You haven't regretted a decision quite like getting polymorphed first thing in the morning."
40,"That flintlock you have there, may I see it? Ah, this reminds me of the rifle used by the infamous Tabaxi mage-slayer Odd Song Sung. I tracked that master assassin across this land, to-and-fro. Through battlefields and ruined cities older than you can fathom, yet she always stayed one step ahead. The last time I saw her, atop a tower above the street of Mordhau, eschewing her sights to read the charms she hung from the barrel of her weapon with fine chains as the winds of death shifted through them. I charged up those stone stairs faster than I have ever moved in all my days. But when I burst onto that damn platform there was nothing save for a single scrap of parchment held under a lose stone. 'Goodbye my friend' it said in a curling script, 'it has been an honour fleeing you'. I never saw that Tabaxi again."
41,"When you're in those swamps, never, I repeat, never follow the lights, I've seen what happens, some might drown in the muck, others might get ambushed by lizardfolk, those are the lucky ones, the unlucky ones, they get torn to shreds the fog itself ripping them to shreds like a butcher, so fast they don't have time to scream...I've seen things, are you sure you still want to go out there?"
42,"... and so there 'e was when Oi' saw 'em, bold as a blacksmith strikin' hot-steel, 'e struck that demon on the fore'ead wif 'is fryin' pan! Oi'll ne'er outlive the day! Oi' outlived 'em tho' tha's fer sure, poor bloke 'uz ripped in 'alf shortly thereafter, e' wuz! But Ser Percivale 'e bought tha' rest'a us poor blighters enough time for Brofver Caedsmuire to Banish em, and tha's th' reason Oi' carry this f'oine fryin' pan on me belt, see? 'Sides from bein' 'imm-a-nent-ally prack-ti-cal', it's one-a-them 'Me-minty.. Me-minnow.. Me-mento Mor-as' and prack-ti-klee an ''oly relic'!"
43,"I used to be a blacksmith, but I got run out of town after a string of unlucky lasses had bairns which looked a mite too much like me. I ever tell you the time I had to shoe the Lord of the Nine Hells' Mare? A Nightmare they calls 'em, and she tweren't no mare, I tells yah... well, anyway she were a mite skittish, and so I took hold of her bridle and trotted her a bit, and I tell you each stride of hers was seven leagues, and dragged me along for the ride, and each time she would stop at the house of a lonely local lass and t'wouldn't budge a step afore I had made a call, then after that mare she'd take another step (with me for the ride) to the next maid's cottage, and on and on you see..."
44,"My party would agree but I was the worst bard they ever had. Let me tell you a story to illustrate how bad I was. So here we were taking the time to refresh ourselves in the city when we find out that the town is using some weird magic to keep the place going, some type of sinister version of Druid magic. So there we were investigating when my party member ups and attacks one of the guards because they were in our way despite all of us agreeing to be discreet. So in a panic and also because I felt bad for the guy I casted healing word in hopes of maybe getting the guards off our back by being nice. Well I took out my flute and blew the flattest note my ears have ever heard and I saw that man cough up blood because regardless. If that situation wasn’t so crazy I would’ve laughed my head off that I actually hurt someone with healing word but hey you live and learn and I needed a lot to learn."
45,"Wanna know how I got these scars? Biggest dragon you've ever seen...probably the ugliest too. Anyways me and my mates were hacking him up when he took a wild swipe at me because I insulted his gecko mother. So there we were, me in his claws at least 500 feet in the air. I wrench myself free, climb up to his back and give him a good one two, ride his lifeless corpse all the way back to the hoard. We crash and I am launched noggin first into this beautiful baby I've on my back right now. This greataxe cut me up nice that day, but all the best lovers do that's what I always say!"
46,"You want to know where I got this sword huh? What if I told you I had to go the ninth hell and debate Asmodeus? Or the depths of pandemonium where I lost at least two friends and forgot one other? Mayhaps I got it from the githyanki pirates that killed my dog so I killed them all in return? Or maybe it was fashioned from the brain stem of the beholder that insulted my previous sword size? Perhaps I got it from the ancient vault of Dren'Dar the conquerer after we defeated his ancient blue dragon lover? Or perhaps I got it from Freaky Falzahad's Magic Emporium down the street? You'll have to buy me two or three more ales to find out, friend."
47,"Trust me pal, the best part of adventuring is the food. You ever had dragon stew spiced with the ancient herbs found in a tomb and the marrow of a direboar? Ugh... Speaking of direboar...the tenderloin with a little high altitude mashed potatoes gardened by an centaur? You havent lived friend. Or granita (fruit ice) made by various fruits you had frozen during a fight with a white dragon? Refreshment for days. I could go on for years my friend, but I have another dish calling my name, until next time!"
48,"I lost this hand fighting sirens a mile off the coast, oh... ten years back, I reckon. I keeps a leather pouch of the bones to remind me of my mortality; each drilled and filled with a mix of tin, lead, and a shaving from a single sterling piece, blessed by a priest of Saint Quimbles; and etched with the runes. Shalls I cast them and divine thy fate?"
49,"Best not to deal with nobility who ask for discretion in carrying out their tasks. Better yet, best not to accept a blabbermouth into your ranks. Best not travel to the shadiest part of town and loudly announce your search of information on an assassination plot. Best not to blindly follow the kind old gentleman out of town, as he knows the assassins' hideout. Best not to let your guard down and invite an ambush on your friends. Best not leave them to their deaths in desperation towards saving your own skin. Best not let your past force you into a life of running and hiding. Best not to deal with nobility who ask for discretion."
50,"There we were, about to be over-run by the damned, our backs against the fallen portcullis, when out of 'er satchel Sister Bloeddwyd Angelique pulled forth the candle prepared by the Holy-Matron and blessed by the Light. When she lit her taper, the candle shone forth a light fit to blind us! She placed the candle in the lock of the portcullis and a great flash and shout of a hundred wrathful angels blew us an opening! I'd not be sitting here telling you the tale were it not for her!"
51,"Never underestimate a Kobold, ye hear? Me brothers in arms wound up as food in thier cook fires, and I'd be there too if'n I didn't high-tail it the moment I saw those first traps! Oh, aye, you call me a coward, but I'll ne'er go down any hole where'st I's s'pect them scaly buggers to be lurkin'! You's best be doin' the same as I, and mind yourself! Mark me words!"
52,"Aye, nowhere, no place in this world leaves you weary as the blasting fields. Scores of brave men and women have been swallowed by the harrowed place. For what? Glory. Ha. Riches. What vanity we had. The earth rumbles with every step you take. The smell burns your eyes and the air takes your senses. Me and my mates, brave as we once were, never feared it though. We should’ve. We should’ve feared the jets of fire that shot out like columns holding the sky above. But we didn’t. No. We marched, knowing the dangers. Knowing the risks. Knowing the rewards. Damn our arrogance. If we weren’t foolhardy enough to turn at the sight of that place, we certainly hadn’t the mind to beware the creatures that called the place home. That’s where I found out how true horror felt. How it seeps into your bones."
53,"I was a hired by a small band of naïve adventurers to guide them through the mountain passes in early winter. We should have turned back when the skies began to darken. But the gold... The storm hit hard and a thick, heavy blanket of snow covered every discernable landmark. The storm continued without end. I soon lost my way but, I kept that to myself. Because, the gold... Wolves took two of them in the dead of night, one froze to death after falling through the ice, and the last one? After six days in that frozen hell, I was the only one to walk out. But the gold..."
54,"(While tuning a lute) Have I played 'The Mouse and the Magister' for you yet? That used to be my specialty. Never failed to get the people clapping and the gold flowing. Now how did it go? 'La de da... mouse...' That's not it. When I played this for the Queen of Names she made me a knight on the spot. That's a true story. You can call me Sir, please and thank you. 'La de da de da... mouse...' Damn... Let me just play 'Sunrise Over Waterdeep' for you again."
55,"I'm telling you, first time I fought one it was called a Water Normal. That was many moons back now, you can believe that. Water Normals, used to pop out of wells in villages, just about every harvest, sure as the crops. Then a few decades go by and they're not so regular, we start to hear them called Water Uncommons. Over hunted, see? Nowadays you almost never see them. You worry much when you get water from a well? You're welcome. And so, yes, Water Weird, because they are now."
56,"Just sos you know, you can dance with the dead in the pale moonlight. It ain't the dancin' that's the problem, it's the leavin' after. Their grip is a might bit stronger than a clamp o' iron. It probably wasn't worth the gold my pals bet me to do it. (He/she shows off a huge scar). You should've seen the other guy, though."
57,"We once convinced a kobold colony to mine out a block of stone in the ceiling of a dragon's lair, dropping in on their head. Dragon problem done just like that, though, those damn kobolds did drive us out before we managed to take a share of the dragon's hoard..."
58,"I only loved one man: Bernar was his name, and what a fine man he was. He could swing an axe like a twig, and drank brandy like it was water. I had to leave him, however... I took a contract to hunt down a hag. Turns out my suspicions were right.. it was my mother in law!"
59,"Now, I COULD spend the next turn of the hourglass telling you lies about the best way to wield a longsword; lies I learned guarding the Duke, and learned were lies when the Masked Menace cut the Duke's Demon-possessed head clean off; but since you're buying me a drink, tell me a bit of your travels?"
60,Throws his drink at the painting of a wealthy nobleman. Noble my rear end! I've seen that man make love to a sheep after just 2 cups of mead. That ironbrained oaf still owes me 30 gold pieces too. I won it fair and square in a card game. He said he was good for it and I let him off the hook at the time but I should've taken his thumb as collateral and I woulda been justified to do it too. The healer I ran with at the time could've put it back on 3 weeks later in just 10 minutes I tell ya.
61,"That sure is a nice weapon you have there, young adventurer. But it's not about the size or value of the weapon, but the way that you use it. The older adventurer reaches for something strapped to their back and brings it into the younger adventurer's vision This here is 'Pointy.' My party and I were asleep in the forest one night, when I woke up surrounded by goblins and the sounds of screaming and crunching. No weapons, no armor, and my fellow adventurers were already as good as dead. The only thing nearby was this one strong, arm-span long, and unusually pointy stick. It must have been sent by divine beings that cast pity on me because it seemed to shine as I quickly reached for it. I picked it up, and I just started jabbing it at every goblin that came near me. Quick thrusts. I aimed for the eyes. I was there all night, and, just as I was about to collapse from exhaustion, the sun started to rise, and the goblins, many of whom were missing at least one eye each at this point, retreated. Ever since then, I have always kept Pointy with me to remind me that the most humble of tools can have the greatest of effects, to remind me of my lost comrades, and, well, in case of goblins."
62,"Speaking of alcohol, if you ever go to the Pinepoint Inn down the street NEVER drink more than one pint of their Hunter's Meade. I know it may be delicious, but I did it a couple of years ago and I woke up in a cave surrounded by a group of Kobolds who apparently started worshiping me as their new regent. Took me three weeks to get out of there! I can hold my liquor, but I'm never drinking Hunter's Meade again."
63,"The Icy Wastes are cold, cold, cold I tells ya! Only madmen and the darkest of evil travels there! I lost a hand and a leg to the cold, after I followed the Lost Prince and the Crusade to find the Egg! We found the Egg alright; it was beautiful, like a singular jewel, just sitting there on the altar of the Icy Temple, glittering for all to see! Then the men began to scream and freeze into place! I ran away, dragging my frozen limbs, of fifty men that went in, only three returned, and the Prince was not one of them!"
64,"A cloaked and masked lady once hired us to take her deep into the woods, then bade us keep our distance while she spent the night alone atop a hill crowned with a ring of faerie stones. She never told us her name and commanded us never to speak of it. But do you remember the festivities when old Queen Gennereth turned out not to be barren after all? And isn't her daughter a rare beauty, like something you've never seen? Makes you think."
65,Before you use your spell casting powers to win the affections of a fair woman or gallant gentleman remember the tale of the wizard Geniinewab. When Geniiwewab heard that the fair maiden Alessandra's beloved crow was ill he trapped all the town clerics in a forcecage so that Alessandra would be forced to consult him instead. In an effort to demonstrate his magnificent power Geniinewab killed Alessandra's crow with finger of death and then used a wish spell to revive it. The night after casting that wish spell Geniinewab caught the flu. Since the great wizard was enfeebled by the wish spell and all the town healers were locked up Geniinewab died within a week.
66,"Now, don't believe a word they say 'bout the moon being made of green cheese. I should know, I was there, me and my mates, you see, we sailed there one night when we were lost in a thick fog off the coast of Nuperie... Just remember when sailing, if you see a big fog bank roll in under a moonlit sky.. you should turn the ship right around and 'Nuperie' right out of there! Ha Ha Ha!"
67,"My faithful hounds!', they's call us, their Majesties would! Why.. hold on, my neck itches.. would you scratch it? These old arms can't quite reach behind.. ahh! Oh yiss, thats divine.. that thumping noise? Oh.. sorry.. my leg does that when I get scratched there.. well anyway, they used their baleful magics to turn us into the very hounds they imagined us as, the party and I, you see.. we spent a good six years in that state, hunting the nine-tailed fox spirits! How'd we change back? Well their Majesties got offed by a party of adventurers, and wouldn't you know it, we changed right back to ourselves... Petersen though still had that awful case of magical fleas!"
68,"Now now.. where's my pen and paper? I must certainly write down an account of your travels, they seem comparable or even to eclipse my own, most remarkable tales... most remarkable! Why, I too, recall coming up against savages, and thought my solution to be quite ingenious, you see, my party and I would replace the gemstone eyes of their idolatrous god with costume jewelry INDISTINGUISHABLE to the real thing... unfortunately, someone had already beaten us to the punch! The gems were fake the whole time! Oh, you should have seen Lord Perfidy's apoplectic face! He kept that face for the few moments of his life he had remaining after taking that savage's spear to the guts! Which, I daresay, still haunts me whenever I close my eyes for more than a moment..."
69,"...that little spark and glimmer in a person's eyes when you JAB your blade into their GUTS and they are seconds away from slipping out of this reality? Oh, my favorite look indeed! Yours?"
70,"Me? I knew th' 'Dread Pirate Roberts' back when 'e was just known as 'The Mildly Frightening Pirate Roberts'! T'was I what gave 'e and his 'ole crew th' idear to re-brand, I did! S'truth!"
71,"... And THAT is the story of how I lost my leg! You ready to hear the story of how I lost my... oh what? Out of time? I'm sorry Children, that story will have to happen at another time! Good bye! Be good now, Children! So long! Byeee! Now, mates, where was I? Oh yes, the story of how I lost my right eye! It's a sordid tale involving the most beautiful ghost lady-captain I ever did see! Our love was one for the ages! I had my eye removed and magically enchanted to only ever see her, I did! And that was how I came to lose my Left Hand! You see it was shortly after..."
72,"... and THAT, my friends, is why you don't go sticking ANY part of your AN-AT-OH-MEE anywhere near a mimic what looks like a KEE-YOOT little innocent stuff-ed an-ee-myool, no siree! Why that poor himbo over there lost more than one peice of his elf to that mistake! What? He looks fine to you? Why that boy is devastated! Devastated!"
73,"Now, I'm usually pretty good with the ladies, no lie, but I tell you when I, in a drunken stupor, asked the Goddess Ishtar for a kiss, and got one! Why, I was over the moon! That night we made sweet, passionate love... you should have seen it! raunchy humping motions... but.. I feel I can trust you with this, the next morning, there was a donkey in my bed!! I never did see where Ishtar went, and now mere mortals just aren't the same. Ever since then I've decided to limit myself to just ten, ten drinks.. maybe twenty a night, so's the next time I see that Goddess, I won't pass out and get to see her afore she leaves..."
74,"And on tha twelfth night, it 'as exactly as dark as on the 'leventh, but then BAM! suddenly tha' brightest light I never did seen came shinin' outta that tower and ALL the demons of Hell a'came a'riding out of it, it near sounded like.. the light made that much noise, jennle-men, I guarantee."
75,"When we moved to break into the block wall bricking up the secret passage, we found the body of someone who died trying to escape. Their fingers were worn to stumps and the back of the blocks were bloody. Never did find out what scared 'em so."
76,"All I'm sayin' is a good adventurer needs a good pair of gloves. Too many potion sellers don't wash their hands, and who knows what kind of poison is gonna get under your nails? And besides, if you hold your weapon without a pair, your palms will get all calloused. Mine are smooth as a baby's bottom, wanna feel?"
77,"If you're ever in the deep forest, and come across a clearing you've not seen afore, empty save for a ring of mushrooms, turn around, and walk away. It ain't worth your troubles, believe me. You know how hard it is to escape the Fae? Damned bastards took me for everything I had, and I'm lucky at that. And this damned mark on my hand never did fade, either."
78,"I remember once back in my mercenary days, we were besieging this walled city... on a hill... on a peninsula. Perfect defensive position, right? Our employer was smart enough to know that a normal assault would have been suicide. So we just blasted the place with explosive spells. Days and days of hurling fire and lightning at those walls while trying not to get shot by their archers... I can still hear the booming in my ears sometimes. Eventually we brought a wall down and stormed the city. Damned messy business."
79,"It was the third month of the Long Cloud, by our reckoning. I was out hunting when I saw some shady looking folk around what looked like an altar. I laid there for a little, listening to them chant gibberish, but I knew I couldn't take 'em all in a fight. Left a few traps for the bastards, though. Never found out if they were behind the whole thing."
80,"Lemme tell you something kid, wizards are all fine and dandy... as long as they stick to the normal spells. But you ever meet a wizard who goes on about experimenting, and new forms of magic... you get out of there. Nine times out of ten that whole thing will end in a big explosion."
81,"These ales are practically water! A true man's drink can only be found in the Crested City. They use their crystals, ya see, and grind 'em up and put 'em in the drinks. Stronger and better than any other! I need to get back there some day."
82,"Aliases are healthy, kid! You give a false name when dealing with anyone that might want you harmed. Not to mention fairies and the like. I've got a dozen or so names you might find around the country! Of course this isn't my real one either. You really think my parents named me Mortimer?"
83,"I don’t take drinks or food from people I don’t know. Got me in trouble quite a few times in my youth. I thought myself as quite charming, and tried making conversation with a Hag my party and me were having dealings with. Asked about the pot of soup she had cooking behind her, and instead of an answer I got a bowl full of the stuff. Well, I couldn’t just back down from a challenge, could I? It tasted alright, and the she told me about the slaad eggs she had planted in it. Told me I had three months before it would erupt and kill me, unless we went and got the scales of a black dragon for her. Lucky for me, I could think on my feet, and so I stuck my fingers down my throat and puked the monstrosity out onto her! Oh, she was raging mad, and my party was about ready to kill me after we fought her. But it all worked out alright, didn’t it?"
84,"When the King did call for brave 'venturers explorin' the frontiers, I did answer the call. When the King did demand we'n all lay down our lives and clear these lands in 'is name, I did, and my wife and children too! And, when it were them what lost that life an' I forced to remain these 15 years past, what does the King and Crown do when dark-forces do gather and threaten all we have done? Does e' go reward our service? Does the Crown protect? Nay! The Crown abandons us! Mayhaps we should abandon the Crown..."
85,"Fire, I says; 'tis your best friend an' t'worst enemy t'at the same time! Sees this scar 'pon me face? Flask of oil 'xlpoded afore I could throw 'er when the party and I faced off against that dark wizard Woss'zname? Frank!? Frank me boy, what was that wizard's name? The one where I got this scar strangling the life out of with these two hands!? Oh, Frank's asleep I see. Too boring for you, eh Frank!??!"
86,"When Ser Porthe fell in battle off the far shores of Guthay, we saw fit to preserve the body from putrefaction by storing it in a cask of fine Canary that had previously been Ser's favorite. Seeing as not to waste any, as they likely took up quite a bit of the barrel, we shared a goodly portion with the fellow crew, before sealing. Now, I dare say, I scarcely can take a glass without remembering and mourning the fact that we still lack the golds required for their resurrection... Let's Toast to Good Ser Porthe! Ser Porthe!"
87,"I came here to drink and forget the heaps of trouble my spouse lays upon me on a daily basis. Oh fer certain, I marched with the Lord against that vile Hag and their coven, but no matter how far we marched we could never catch em. Each night we lost a soldier or more, when they ran from the camp screaming of night terrors, we usually found their bodies in the morning... tell you the truth, Id rather be there than back home with the fractious family, some days..."
88,"Loudest t'ing I never did 'ear, I confess, wuz tha 'splosion of tha Powder Stores on tha' Good Ship Lawbringer. Oh she brought tha law that day, I was on 'er, and she brought tha Law of Unintended Consequences! Shattered tha port, and collapsed tha channel, she did, and collapsed tha sea wall too! Lost us tha battle, and tha city when they gained entrance via tha hole. I managed ta survive, but I lost my hearing and was imprisoned and then enslaved for six years! Was a miracle and a steep one I paid for, when a travelling cleric healed me, and took me from that place..."
