d100,Entry
70,"Once per day, re-roll a failed ranged attack made against an enemy - the projectile has inexplicably bounced off of nearby objects to strike the enemy from behind!"
71,"They can attune to an object to make it hum an accompanying melody to a song of their choosing, with a range of 30 feet."
72,"If they trip or stumble, they always find something interesting on the ground in front of their face - a gold coin, a perfectly round stone, a piece of wood that kind of looks like a religious figure."
73,"The aasimar can sleep under blankets comfortably even on the hottest, must humid evenings."
74,"They've never lost a thumb war, and can always guess how many fingers you're hiding behind your back."
75,"People nearby the aasimar can now detect untraceable poisons in their food, with just enough time to react."
76,"Dirt, grime, and sludge is wicked away from their clothing."
77,Their touch can relieve the elderly of their aches and pains for a week
78,Criticisms and observations made by the aasimar convince the target of the comments to turn their life around and improve their situations.
79,"Light always reflects in a way that makes them appear as if they are standing in a column of heavenly light, even if the reflections are not logical."
80,"Their teeth are always pearly white, and never fall out. Their baby teeth grow as the rest of them does, and they always fall perfectly into place throughout the growth process."
81,Dirt and debris seem to be physically incapable of sticking to their body. Coming into contact with anything of the sort results in the offending material sliding right off of them.
82,"When in love, a faintly colored glow hangs in the air around them and gently reaches out towards the object of their affections whenever they are nearby. The exact color of the glow is unique to the individual aasimar."
83,"Whenever they feel indignant, righteous, or justified, the faint pounding of drums can be heard echoing around the minds of all those nearby. The speed and intensity of the drumming increases with the strength of their passion."
84,"When someone of the opposite gender approaches an Aasimar, they get ""hot under the collar"" and are more likely to do things for them."
85,"Depending on their ancestry, an Aasimar's general appearance will be vastly different from another. If they're a descended of a Celestial or other holy being that was related/associated with the sun, then their body might give off a soft glow at night, their iris may look like an actual sun slowly revolving, and/or they have a greater affinity to heat."
86,An Aasimar may have two vertical lines going down their back near their shoulder blades as if there use to be wings there.
87,If an Aasimar lays under an old tree that tree will become more vibrant and alive as well as being able to bear fruit after the Aasimar leaves.
88,Aasimar and Tieflings can sense one another within 200 ft of one another.
89,"The weather always seems to reflect the mood you're in that day. It'always sunny when you're happy; raining when you're sad; and when you're angry, there have been horrific storms"
90,The smell of freshly baked bread follows you wherever you go.
91,Inexplicable memory for things that happened years before their birth.
92,Innately knows the spell calm emotions and can use it once per day.
93,Always knows the direction and distance to the nearest place of worship.
94,"They cannot get drunk, and all alcohol tastes vile to them."
95,Any string instrument they play is instantly tuned to perfection.
96,"When they sing, it sounds like a hundred voices singing in perfect harmony."
97,"You dream of a wonderful, serene place whenever you sleep. If someone sleeps nearby or with you, they join you there."
98,"If you ask a direct and honest question, people are made visibly uncomfortable by telling you a lie or hearing one being told."
99,"Your finger nails mend and clean the things they scratch, can’t break, and are always just the right length for you."
100,"You are not truly an Aasimar, just a common human who has deluded themselves into believing they are. Any magical aasimar traits you use are just you subconsciously casting spells."
