d100,Entry
54,The local Thieves Guild is smuggling cheap ale off the back of a wagon and will pay the party to help them carry the items before the guard comes back with a warrant.
55,The mayor is letting the winner of the children's foot race hit him with a custard pie.
56,"There is a booth where town officials can be found. The booth is a guard station, water station, first aid station, lost and found, (one random item from the party can be found here) and fair management station. There is a donation jar. The officials have a few errands they ask of the party such as collecting late dues from some of the fairground shopkeepers."
57,A 'Fungeon' full of 'Funsters' and 'Treasure'. Look out for the 'Traps' and the pickpockets.
58,"A literal haunted house of past carnival workers, so they know not kill anyone."
59,"Gurning competition. (Seriously, it's a real thing. Compete to pull the most ridiculous face.) (Performance Check)"
60,Living tower - teams of (your party size) need to build the highest tower out of their bodies. (Athletics Check)
61,A Fortune Telling Booth.
62,"Cooking contest - player(s) need to prepare some exotic dish and the only thing they know is the dish name. (Cooking Check - and perhaps History, to see if they recognize the meal?)"
63,Tag a Guard - you need to kick a guard and not get caught.
64,"A table with bored guards looking for recruits, people are clearly walking around it."
65,"A chess-playing chicken. 5 silvers to play, beat the chicken and double your money. (Intelligence Check)"
66,Bake sale for the local orphanage.
67,Displays of the local children’s artwork.
68,Goldfish Scooping. Some say the goldfish are actually polymorphed fair-goers who were caught cheating some of the other games.
69,Exotic Nuts and Fruits Stall.
70,Sitting-On-Top-Of-A-10ft-Wooden-Pole-Competition. (Athletics Check)
71,"A divination stand with an old lady with a crystal ball... Or she reads the lines in your hands... Either way, it's up to the DM whether it's true divination."
72,A stall that sells mildly enchanted jewelry that can change colors at will.
73,"A lavender-skinned tiefling does palm readings while their (Make both parties male or female, whichever you choose) dwarven friend polishes weapons and armor for people who are having their palms read."
74,A nearby tent displays various works of art. The artists are there for questions about their pieces.
75,A team of 3-5 people are allowed to compete in an eating contest against a local hill giant. The hill giant rolls 2d100. Each player rolls 1d20+Con. Whichever team's total is higher wins the contest. The party becomes fatigued for 24 hours if they compete.
76,"A Magician. (No actual magic, just smoke and mirrors)"
77,"A Mead Maker's Competition. They're short a couple of judges, and will offer the job to anyone who looks to have a strong constitution."
78,A simple cloth is laid out in front of a famous local hermit. He magically mends objects and performs low level spells at a deep discount. He uses the money to buy supplies so he can avoid town the rest of the year.
79,"A booth is staffed by students from a local magic academy. They take requests for magic assistance but can't really do anything themselves. An appropriate level mage will visit each customer within a few days. The students get a cut of the revenue towards their tuition, so they can be very pushy."
80,A Sparring Ring. Locals can take out whatever frustration they've had on each other over the past year here!
81,A Fancy Dress Competition. Tailors get to show off what they've been working on over the past year.
82,"A small number of goblins can occasionally be seen sneaking around the fair, sometimes they will be spotted oh-ing and ah-ing at some of the attractions. If questioned, they flee. If found again later and questioned, they are doing research for their own Carnival."
83,There are temporary shrines from many different Gods and Goddesses. They can be prayed to for small blessings.
84,"A group of local Living Trees are handing out apples and giving advice in their deep voices such as 'make sure you plant the seeds', and 'don't play with fire'."
85,A group of Yuan-Ti have set up an exotic (lightly cursed) amulet shop.
86,Some sprites and pixies are letting people fly in exchange for hunting equipment. They have a large furnace with a baby firenewt inside where they dispose of the hunting gear.
87,The town guard is hosting a make-your-own banner booth. An enchanter can be hired to enchant the banner.
88,"There is a costume booth where a master tailor, doppelganger, illusionist, and thief work together to give anyone a makeover, haircut, or costume of their choosing."
89,Exotic pet rock dealer. (1 in D8 rocks is an elemental pet!)
90,"There is a Slap-a-Guard booth. Once a year, the citizens can pay 50gp to slap a guard in the face that they don't like. The players can choose any guard they've met. There is a small ledger where the citizens can write their names and become a guard. The guards are instructed to say 'If you think you're better than me, then you can prove it by signing the ledger'."
91,"A male half-orc conjurer, a female tiefling monster hunter, and a female elf beast trainer are all locals in the town. Each year they meet for drinks at the fair, before competing in their own special game: Ooze Cruise. Each participant is required to bring an ooze to the event. 3 premade stone towers are erected at the outskirts of the fair. The participants climb some scaffolding to place their ooze at the top. The first ooze to eat their way to the bottom of the tower wins. Over the past few years, this selfmade competition has attracted the attention of the townsfolk who enjoy betting on the competition."
92,Underwater Wrestling. Contestants meet in a large glass tank. They both have to wrestle underwater. The first to surface loses. Some towns use a giant octopus as a champion for an added twist. (Strength/Dexterity Check)
93,"Test your might booth; Challengers are tasked to lift an impossibly heavy rock for 1G, if you can the prize is 50g. (Strength Check)"
94,"Midsommar Maypole: Here, drink this. Bad things start happening."
95,Filthy-Filch'N: The local Thieves Guild branch's secret booth. The local constabulary have had items reverse pick pocketed into their pouches. Bring them all back for a prize! (Sleight of Hand Check)
96,Greased Pole Climbing contest - there's a tree trunk liberally coated in grease and the first person to reach the top is the winner. Everyone tries to climb at the same time. (Athletics Check)
97,Gnome Tossing contest - a gnome suitable dressed in padding and helmet can be tossed. The aim is to toss the gnome furthest or to a target. Various bonuses or penalties could be applied to the thrower. Does the gnome co-operate or not ? There are rules in some other subreddits on gnome tossing.
98,"Mimic Or Money. 10gp per game. Players are sat in front of 3 chests and are told to choose one to open. Upon choosing one, the gamemaster will reveal one mimic and ask if they would like to change their answer to the other chest. If the player chooses correctly, they get what they bet plus 10. Upon choosing incorrectly, players have to fight a mimic, the battle lasts until the mimic dies or the player gets defeated, however, the player shouldn't die."
99,The Cheese Race: Out run the old cheeses rolling down the hill.
100,"A Freak Show. Come see some of the most gruesome sights in the realms! (It's all illusion spells, don't worry!)"
