d100,Entry
20,"It's said the Great King (intentionally vague) had a younger brother, who wanted to take the crown at all costs. So, he made deals with several demons, and got enough power to kill everyone but his brother in the kingdom, replace them with minions, and get rid of all the evidence. Legend has it the original King was magically paralyzed and made invisible before all that happened, and had to watch as his brother destroyed everything and took his identity."
21,"There once was a deaf woman with a ridiculous name. So ridiculous, in fact, that whoever heard it laughed to death. She caused death everywhere he went, and eventually got her hearing deficiency cured by an also deaf cleric. So, she heard her name, and laughed to death."
22,"Ever hear the tale of Rutmod the Sunderer? Legend says Rutmod won two dozen rounds of gladiatorial combat, and severed the arms of every single combatant that fought that day. The strangest part is, he started with his own!"
23,"Legend tells of a man by the name of Throckmorton, who would only traverse the land on a board with several small wheels attached to it. He would flip this board around in a dizzying display of finesse, and could propel himself faster than any sprinter. No man or beast could touch him. One day, Throckmorton grew bored of this plane, and propelled off of a ramp upwards into the heavens themselves, where he performs his tricks to this day."
24,"Before the ancients took hold in the land there was a legend that defied the rules of logic. Its said that in The Ethereal Highlands there lived a young lady named Megaera. Rumor has it that she was raised by clan of giants who had never seen a human before. One day, Megaera wondered too far away from the giants encampment, and entered the dark forest. Megaera sent several days lost in the woods afraid and starving. There was dragon larking in the shadows then suddenly it flow out of the darkness penning Megaera to the ground. Hopelessness dawned on Megaera as the dragon opened its jaws ready for a fest. The dragon's piercing teeth bit into Megaera as she was eaten alive, screams began to go numb the fur down she went into its stomach. Death was assured for Megaera. Then something happened, the dragon began to roar violently in pain. Megaera was more than a mere mortal, she was the offspring of Eztia, Goddess Of Destiny. Megaera short ripped the dragon a part from the inside out, however, she left the wings intact so she could meld with them in order to fly into the heavens."
25,Have you heard the tale of Nublig the goblin chronomancer? Long story short he was his own grandfather.
26,"Long ago there was an Elf and a Dwarf who competed at everything to see who was better. One day they asked a Druid to turn them both into trees to see who was the better tree and the Druid obliged. The Elf became a tall elegant oak and the Dwarf became a tiny fir tree, however, since neither could speak to request to be changed back they became stuck that way. They propagated and now there are short sturdy pine trees all over the Dwarf mountains and tall oaks throughout the Elven kingdoms."
27,The first globe map was created when a Beholder flew up enough to see the entire world and then lost his eye on the way down.
28,"There was once a love so strong between two people that if you stood between them one side of you would feel ice, and the other straight fire."
29,"The giant threw the rock with such strength that the rock made a roundabout and hit him in the back killing him. When his friend came to see what left a big hole in the giants head, he too got a stone blowing his head up."
30,The tribes of kzechem sacrifice their people at the same spot. This has been a tradition for thousands of years.
31,Tarrasques are so big that their white blood cells fell of and became coconuts. Their red blood cells then became strawberries.
32,"Thrain was so strong already at birth that when a deadly plague came to kill him and his family, he tore apart the evil spirit with his little baby hands. Saving his kingdom."
33,"And then the Goliath swung his great sword at the king's head. He cleaved with such a fierce blow the head went flying. It flew for miles, falling into a rabbit hole. That's we came up with golf."
34,"According to eyewitnesses the king of the elves was seen on a shield, going downwards on a slope filled with dead bodies, He then turned with his beautiful archery skills the hill/mountain into a bloodied one. That's why this is called blood slope/blood mountain."
35,"(Here lies) Karrugan the Conqueror, born a slave, freed his people and conquered all the savage land, killing all the slaver regents and let every slave free, and formed an invincible nomad order made of free slaves. Then he set sail to conquer our land, with an invincible fleet. He was then killed by the first arrow shot in the conflict by mistake by a local farmer conscripted in the first meat shield army to give time to the other armies to regroup. One weeks later all the surviving men and women from the Karrugan Army, were made slave again."
36,"Have you heard of Billy Punchyface, the ratfolk who once knocked out an orc twice his size? Granted, that wasn't a very big orc, but still!"
37,Ever heard of captain goldline? This pirate had such an incredible voice that he could attract mermaids. He sailed the seas and used his gift to gather mermaids. The mermaids attracted other sailors and he raided them. He build the biggest fortune under all pirates ever and controlled the seas with his fleet. However he caught a rare sexual disease. They call it the mermaids revenge. As a result he grew gills and choked to death.
38,"Ever heard of archmage Woopios? He faced the greatest and biggest orc warrior in history in the great war. Well this old guy messed up some words and instead of shrinking the orc he grew multiple times is size. Well, guess how that ended for him and the human army. I can tell you that: It wasn't pretty."
39,Ever heard of Father jack? Well this handsome dude used to get every girl into bed he wanted since his beard started to grow. You maybe ask why they call him Father? Better pose that question to his 122 sons and 99 daughters.
40,"Ever heard of Sebastian Blowa? His guy searched for the magical unicorn all his life. As everyone knows if you find it, the unicorn will grant you a wish. He wanted to become king of the realm and unite all kingdoms. He finally found the unicorn after 80 years of search. The senile old Sebastian then said out of relief: ' i wish you would be easier to find..'. Well wish grated. Next guy became king the next day causing the biggest war in history."
41,"Ever heard of the head of Froja? Well there once was a wizard called Froja who got sentenced to death for using black magic. He managed to break free and sneak into the library of the mage academy. He found a spell in the forbidden books which grants eternal life. After he casted the spell he went back to the Major of the city and demanded his freedom. They refused. Put him in jail and chopped of his head next day. Well, he's still alive today. They keep his head in the Academy as a training object for young students."
42,Ever heard of Groolp the kuo toa that actually saw Blibdoolpoolp with his very eyes? He told me so himself!
43,"Haven’t you heard about Dwaine the stone giant that grew so strong that he won in a fight against 10,000 manes, 10 maralith, 5 balor, and Orcus himself?!"
44,"There once was a great city where all of the world's strongest and most fantastic mages gathered to perform amazing works of magic. One day, a dark wizard came and attempted to seize the city for his own. The wards around the city activated, trying to drive him out, but their magics conflicted and the entire city turned into the great forest."
45,"Have you heard of the Legendary Hero Chef? It goes that this youth left his island home and fought not to slay monsters, but to taste them. Goblin stew, kobold fricasee, ooze puddings, you name it, he tasted it. He was last seen venturing into the Forbidden Peaks, seeking to have his last meal: Dragon Tail Roast."
46,"They say there's this... 'Diner in the Middle of Nowhere'. A solitary door pops up, out of thin air, in front of weary travelers. Those who enter find themselves in this dining hall where strangely dressed people sit on metal stools and leather seats, served by a woman gliding on wheeled shoes. They serve 'panned cakes' and 'burg-hers'. When you finally exit the establishment, you end up leagues away from where you first entered it!"
47,"There used to be a wizard so skilled in divination magic that she never bothered having a conversation, because she already knew how it was going to end."
48,There once was a transmutation wizard so prolific that eventually any gold coming from this kingdom was treated as scrap metal.
49,There once was a druid who loved nature so much that all the trees in all the forests of the world banded together to issue a restraining order.
50,"Tales tell of an illusion wizard so powerful that when a rival kingdom sent an army to attack his homeland, he disguised the stars they used to navigate so that they ended up destroying their own capital."
51,"Have you heard of a hunter named Caspar the unlucky? First he lost his hand to a wolf, came home bleeding only to find his wife bedding his cousin. He supposedly drew his dagger and challenged his cousin to a duel, where he slipped on his own blood and plunged into his own dagger. But wait, there is even more. His cousin and the wife pitied him and nursed him back to health, just to run away together. The now lonely unfortunate hunter grew tired of the gods, testing his faith like that and started to curse at them non stop. A wandering priest heard his slandering tirade and warned Caspar not to take the gods lightly. Caspar didn't want to hear and the same night during a storm, his house caught on fire. Caspar, in a furious rage, ran out and drew his dagger, pointed it towards the heavens and shouted blasphemous curses at the gods who had forsaken him, only to get hit by a bolt of lightning. Barely alive, he then crawled to a neighbors house and collapsed. As he woke up and told the neighbor his tale of misfortune and started to swear at the gods again. The neighbor brought him some stew, again warning him not to slander the gods, and left him to cool down while fetching some firewood. When the neighbor returned, he saw Caspar slumped over his chair, head down in the stew, dead. He had choked on a piece of meat."
52,"They say there's a cult of thespians who meet in secrecy to perform the million year play. It is said they wear golden robes and the script is in an ancient, forgotten tongue spoken by the first gods. Any who watch the play become a part of it forever, and some believe that if the play reaches its conclusion, the world will end."
53,"The old drunk who sits on the docks claims a crab the size of a mountain tore the earth from the bottom of the ocean, and now the city rests on its back. He says that's why no foreign ships reach these shores, and why those earthquakes keep happening."
54,"Somewhere out in the sea there is an ancient ship of the first captain, whose vessel is made of bone and whose hulls are filled with the treasured gifts of a hundred sea gods. Men who explore every shore will meet him on their journeys, and become members of his crew. That's why sometimes great admirals and pirates disappear at sea."
55,If you lose a fight to gnome you become one. There was just one in the beginning but he was a scrappy little guy.
56,"Have you guys heard of the lady of the lake? Campers beware! Every night, a lady, very slowly, so delicately, raises herself out of (local swampland), in fact, she takes so much care that the water is entirely undisturbed from it's nightly slumber, the ethereal being proceeds to torment the dreams of the living, hunting the dreamers within their own minds."
57,"I heard that a eccentric pottery maker from the south would hide jewels in each pot he made so he could smuggle them out of the country and collect them later. So you gotta break any you can find, perhaps your fortune be waiting inside."
58,The first elven king was so powerful and grew to be so old that his first name alone had 20 apostrophes in it.
59,"There was once an undead that went by the name Super Grave Osborn and he would tight rope walk great canyons, launch himself off of bridges, and one time he even fired himself from a trebuchet. He was dead so it didn't really hurt, but it was impressive to watch none the less."
60,"It is said that the king who rules this land was murdered by his son who was possessed by a demon. When the king shows himself in public, they say it's just a shapeshifter. The authorities still deny anything ever happened to this day."
61,"Out side of town, deep in the woods, there is a great stone statue of a man in full armor and weaponry. 'Twas built centuries ago in honor of the first King of the land, who died fighting the great heathen armies from the north at that very spot. Though he died, he slew many of the horde, forcing them back from out lands. So great was his victory that the barbarians never dared return in all the last hundred years. It is said that if they do return, that statue will come to life and lead our armies to victory again. Course the new King doesn't like that story, he says that he will lead the armies to victory and won't give no stone monster his crown, but that's a matter between kings, stone or not."
62,"There is a gnarled tree, deep in the woods, that looks almost like a person, and is said to be a person cursed long ago."
63,"The biggest house I ever saw was in a snail's shell. There was an enchantment made by a drunken fairy on the shell, so that it could contain his hopes and dreams, and when you looked into the shell you could see a house that made a complete ring around a valley, all of the surrounding peaks had parts of this house built over them. And I swear it wasn't snail venom making me hallucinate."
64,"You see that frail old man over there? Last year, he used to look just like you. That was, until he abused the spell Disguise Self! He cast it so flippantly, using it to deceive everyone in town until one day, it stuck! Now he walks around town all day, trying to avoid mirrors and shiny objects that would remind him of his terrible mistake."
65,"Make sure you don't hurt or kill a mockingbird in this area! The wood elves of the land so love the sound of the mockingbird that they all learn druidic magic and become mockingbirds for much of the day, so be careful what you say around them!"
66,Tieflings don't really have demon blood at all- they all come from a farmer's daughter who was so amorous she took to her father's goats!
67,"The old woman in that house is really a well-made flesh golem! She is always collecting parts to fix herself, so don't go near her house alone!"
68,"You see the old ruins of a castle over there? It's actually the Baron's castle, brought by terrible magic from the future! If you make changes to the Baron's castle, it changes the ruins too!"
69,"It isn't just mice eating the grain in the silos. Those halflings in the caravan outside the city? They have a city of tiny people in one of the wagons, each person no taller than my palm. These people have trained the mice like horses and can open any lock!"
70,"You see that tower over there? Well, there are seven sisters, princesses, locked in eternal sleep at the top of the tower. If a man fights his way to them using only his fists, he can wake them up and then he'd have his pick of 'em!"
71,"You know how them wizards cast spells? They say it's book learning, but it ain't- knowing or not, they are making a pact with devils, and it's their families that pay the price. Ain't no wizards with happy families."
72,"You know why the wind wails through the canyon there? No? It's because some of those Air Genasi folk were trapped by a wizard in them stones. They are the wind's children, and the wind is looking for them. If someone were to end the wizard's spell, the wind would help them their whole lives."
73,"Goblins and gnomes- they are really the same race. Gnomes don't want you to know it, but goblins are just dirty, angry gnomes. If you could clean up a goblin and get it to look you in the eye, you can turn it back into a gnome by making it sneeze three times."
74,"The Queen doesn't really love the King. They are always smiling at each other, right? Well, the King is actually a powerful enchanter who is making her love him. It is why he's so popular- but you didn't hear it from me!"
75,"Beware of the Merminotaurs! They will sink ships without warning and eat their captives. Some folk will tell thee there's no such beast, but I've seen 'em! Half-shark, Half Minotaur, they are, and terribly deadly!"
76,The local smokeweed- monsters hate it. Hate the smell of it. Buy a bunch and throw it on your campfire at night and you'll sleep safe.
77,"Elves aren't actually people- they are really intelligent plants. If you cut one it bleeds sap, not blood."
78,"Necromancy isn't just what magicians do. There's a terrible curse on this land from one of the gods, and it makes it so every body that isn't blessed with the proper last rites rises sooner or later. Some of them don't know they are dead."
79,"If you meet a beautiful blonde woman on the road, take care- she is likely a cow maiden who will steal your soul."
80,"If kenku can steal enough, they can trade their treasures and regain their wings."
81,"Orcs don't reproduce the way we do- they are like worms, and if you cut one in half it'll slowly grow into 2 new orcs. Cutting their hearts out or burning the bodies is the only way to stop it."
82,You know why Dwarves have such funny last names? It's because their true clan names was stolen by a powerful wizard and hidden deep underground somewheres. That is what they are looking for down there.
83,Most dwarves have no toes.
84,"Don't ever sleep in the same room as a Warlock! Their dark patrons come at night, and anyone else they see is considered a sacrifice."
85,"There is a powerful stone called the Wishing Stone lost somewhere by the river. It looks like a normal stone, but if you grab it and hold it tight, you'll get whatever you wish for."
86,You can tell if someone is secretly a doppleganger by holding a glowing coal to their lips and making them repeat a divine chant.
87,"Stirges - nasty creatures. They have psychic powers, you know, and if you bleed in a cave, they'll develop a taste for you. There ain't nowhere safe to hide from them."
88,"There's an old woman who wanders these roads who's a fairy queen in disguise. She'll ask you for something, and if you don't give it or you are rude to her, she'll turn you and your whole household into living objects!"
89,"If you outdrink a dwarf in a drink-for-drink contest, they will have to serve you for as many days as drinks you finish."
90,"There was a red dragon that was raised by gnomes, they say he tried to stay with them as long as he could, but then he grew too big. Some say he still lives in the mountains, helping lost travelers and doing good deeds like he was taught. Some say that he turned to his inner greed and burned the gnome village down, and that's why there's no gnomes in our village."
91,"Have you ever heard of Glenn of the Glen? An elf who was the smartest attorney there ever was! He was so good at contracts that he outsmarted Asmodeus Himself with a 10,000 page contract, and he now owns a piece of each of the Nine Hells. He is in Arcadia now, but he keeps up his control in Hades as a waystation for lost souls."
92,"Have you ever seen a half-dwarf? No? Didn't think so. That's because they are born with shapeshifting powers and can pass as anyone, or go invisible just like that. You may have passed one on the street today, but you'd never know."
93,Ever heard the legend of the invisledge? I haven't either but I know it's out there somewhere and one day I will be able to tell it.
94,"Have you ever heard of the astral giants of Sun, Moon, and Star? They're said to be the direct sons of Annam the All-Father, himself, each wielding a third of his power."
95,"Have you heard how trolltooth mountain came to be? It’s literally made out of the teeth that Erinkek The Invincible lost in battle, but they always grew back ye see, because he was a troll."
96,"Have I told you the tale of the strongest elf who ever lived? No one could best her in battle, she only ever died because she tried to climb trolltooth mountain and froze to death due to the cold winds."
97,There once lived a woman who on the first Dawn following a fool moon would transform into magical bird of fire. She would fly up to Sun and recharge it with her fiery passion to fight back the creeping power of night. Because of that the following night the Moon would begin to shrink again.
98,"You ever seen that town very yonder hill? Folks say it appeared over night one morn filled with people, the seem nice enough but when the sea fog floods in the town smells..... fishy."
99,"Once a traveler came upon a frog who claimed to be a powerful princess, who had been turned into a frog and that if he would only kiss her she could return to her kingdom and they would live together as king and queen. Well he did, and that frog was a princess, but a Bullywug princess. But a vow is a vow and now this human is king of an entire swamp of Bullywugs."
100,"A vile barbarian once killed a merchant over a slight. He went to jail peacefully, but he peed the whole way there, and it wasn't close by! We had to close the street, the smell was horrible."
