d100,Entry
71,"The Tiefling attracts their own blood gravitationally, with the blood being otherwise unaffected by gravity."
72,The Tiefling's tongue is covered in sharp teeth.
73,Small clouds of soot appear as the Tiefling exhales.
74,The Tiefling's teeth can be folded backwards like those of an anglerfish.
75,The echo of your voice returns in Infernal.
76,"Followed by a loyal servant that no one else can see, hear or feel."
77,"When laughing nearby fires sputter, spark and release sulphuric smoke."
78,"In the presence of priests, monks or clerics can only speak in sing-song rhymes."
79,The slightest touch on their skin leaves a black imprint that fades a few seconds after the pressure stops.
80,"Their blood glows like magma, and turns into solid glass/obsidian soon after leaving the body."
81,Pupils/irises look like a highly reflective metal and act as mirrors.
82,"A ring of long, soft fur grows around the tiefling's neck."
83,"Long, black claws in place of nails that cannot be cut, only filed."
84,Candles are snuffed as if by wind in their presence.
85,"Short, bobbed tail where a long, pointed one ought to be."
86,"All bodily fluids (blood, spit, etc) are pitch black and shine like oil."
87,"Grass dies wherever they stand, sit or lay for an extended period of time."
88,With every beat of the tiefling's heart there is a surge of heat through it's body.
89,"You are inexplicably drawn to music, but you can never understand how to create it."
90,"Small, heatless flames flicker across your skin when you're angry."
91,You understand the thoughts of reptiles.
92,"Any fire within 5 feet of the tiefling burns dimmer, but hotter."
93,"All bodily fluids are replaced with blood. You will cry, urinate, vomit, and sweat blood."
94,Their breath is icy cold and fogs in all temperatures but the coldest of winter.
95,"Their only otherworldly feature is their horns, which they constantly file close to their scalp to attempt to look more human."
96,"Has an extra set of teeth on their lips, outside of their mouth."
97,The tiefling doesn’t open its mouth to speak. It’s voice seems to emanate from some source deep within the bowels of the creature.
98,Shadow effects physical objects by touching their shadows and is darker than normal.
99,Naturally black bones.
100,Hair grows in different colors randomly.
