d100,Entry
46,Bring the item to somewhere it has never been.
47,The item will gain a charge for every 5 seconds it is touching nothing/suspended.
48,"The item will disappear to a hard to find location within 50 feet of the owner. Once it has been found, it will have full charges."
49,Bathe it in the blood of a monstrosity type creature.
50,Repeatedly stroke it and call it your 'precious' throughout the day and night.
51,"Hold it lightly between your thumb and index finger, and whisper loving words to it. Loving words must be heartfelt."
52,"Herbs and spices added to dough, which are then wrapped around the item and baked."
53,The weapon has taken damage from a powerful necromancer. You need to seek a druid grove for a specific plant to coat the weapon in to repair the damage and charge the weapon.
54,Bury it 10 feet underground for a week to let it absorb some of the earth's (or whatever planet's) power.
55,Use it as a cooking implement.
56,Have a gnome sneeze onto/into it.
57,Treat it to a nice evening at the theater.
58,Sing to it an ancient song.
59,Use it as a musical instrument.
60,Make it the punchline of a joke.
61,Let the item see you naked.
62,Intimidate it (DC 15).
63,Break a piece of it off.
64,Let someone else use it.
65,Climb to the top of a certain mountain.
66,"Throw it into a lake, then come back the next day and the lady of the lake will give it back to you."
67,Kill a friendly NPC.
68,Kill a worthy opponent alone.
69,Sacrifice a proficiency and the memories associated with it.
70,Get into a brawl with an innocent person.
71,Sacrifice a finger/toe.
72,Dip it in lava.
73,"Eat it, it will reappear in your hand once you've finished."
74,Sell it and steal it back.
75,"Feed it. Not blood or souls, just regular food. Set out a plate and goblet. Place weapon or item on the food. Turn away. Food slowly disappears when you aren't looking."
76,Slightly bend it until you hear a pop and bend no further. Wait for the glow to dissipate before reuse.
77,Polish with the juice of a rare fruit.
78,Give it as a gift (permanently).
79,"Rub one side with animal fur, then the other side with silk. (If that sounds like nonsense, google 'friction rod')."
80,Use this instrument to play a song it's never played before.
81,Let rest the item in a comfy place for 2 hours (or other duration said by your DM).
82,Using the item in a different way than it's using purpose (like cutting apples with an fiend-killing sword).
83,"Make a tear from a sentient being (or the attuned owner) run from one end of the item to the other (pommel to tip of blade, for example)."
84,It can be left out and naturally covered in dawn's dew to regain one charge.
85,It needs twenty four consecutive hours of (near) silence to regain one charge.
86,"It can be gifted the user's voice for twelve hours to regain one charge. (This could be like the little mermaid or the item could control your voice, or just the user loses their voice for that time.)"
87,"Smells more fragrant the more charges it has. Once a day, if left unwatched in contact with flowers, it will consume them and regain a charge."
88,"As above, but smells more foul the more charges it has, and eats goblin feces."
89,"A silver bird that flies away if released, regaining one charge when it seems to have fully escaped."
90,Keep it in your mouth for twenty four consecutive hours.
91,Scar your own body with it.
92,Give 10% of your party's (non-equipment) wealth to the poor/charity.
93,Don't eat any food for 48 hours. (First fast attunes the item).
94,Feed it memories.
95,Cut a dwarf's beard off with it.
96,"It charges on fear - if someone is feeling scared nearby for one week, it will regain one charge. This time can be split up. (Variant - Focused fear of the item itself has a much greater range, and is worth 7x the charge power, meaning one person focusing on their fear of the item for 24h will give you one charge.)"
97,Polish it to a mirror finish.
98,Screaming at the top of your lungs at the weapon for 6d10 seconds a day.
99,Have a long drawn out conversation with the weapon explaining why it should recharge.
100,Tuck it in to bed.
