d100,Entry
60,"Their scales are a dull faded red color, but glow bright red when the Dragonborn is aroused or in love."
61,They have the power to make their scales shine with bright neon colors on command.
62,"Their singing voice is the exact opposite tone of their speaking voice (for example, if the Dragonborn is female and has a higher voice, they will sing in a deep bass-baritone). It's always a beautiful voice regardless, making them better performers."
63,"Their scales are incredibly flexible, allowing the Dragonborn to bend in near impossible positions (think contortionist)."
64,Their hiccups are powerful bursts of freezing air.
65,His scales shimmer like a rainbow in moonlight.
66,"She has flaps of skin under her armpits, almost like wings but they don't do anything."
67,This dragonborn has two frills on top of his head. Keeps him cool in hot temperatures.
68,This dragonborn has scaly human-like ears. Everyone calls him 'Ear-boy'.
69,"He stares at you intently as if he can see into your soul. After noticing that he is staring at you thoughts begin to creep into your mind that he is telepathic. You think to yourself that's ridiculous and he looks disappointed as soon as you do. As soon as you converse dust gets kicked into the air and you notice his nictitating membranes fluttering over his eyes. 'One more difference between him and you', you think to yourself."
70,"The Dragonborn's breath weapon is incredibly uncomfortable, even painful, like puking. A few dry heaves beforehand, with a bit of tears and snot afterwards."
71,The Dragonborn's form was not made for the human world. Clawed fingers get in the way of delicate tasks; a head bumped on a low doorway will take some effort in order to pull the horns out. The Dragonborn is resigned to this.
72,This dragonborn has an above average sized tail to compensate for their vestigial legs.
73,This dragonborn has shorn horn stubs on the side of their head. They were stolen by alchemists looking for an E.D. cure.
74,This dragonborn has an odd scale discoloration that looks eerily similar to the crest of a very well known Elven god.
75,"The dragonborn can clean their eyelids with their forked tongue, but only does this as a party trick."
76,The dragonborn can gallop quadrupedally by using their tail for balance. They are also an effective climber.
77,The dragonborn has impressive face whiskers like a carp.
78,The dragonborn hates sweets. He/she is fond of anything that makes a satisfying loud crunch. Bananas are only tolerated with the peel still on.
79,The dragonborn is patient to a fault and sometimes forgets that children and grandchildren cannot be judged by the actions of their parents.
80,The dragonborn has a colorful dewlap on their chin and neck.
81,The dragonborn can move their eyes independently of one another.
82,"Their scales are of a much lighter tone than the skin, making them stand out even more."
83,They have turned their breath weapon into a party trick so always carry chestnuts to instant roast or room temperature beer to instantly chill.
84,They are overly formal and insist you call them by their full name and title at all times.
85,"They are covered in a sparkly paint that magically changes colour every few minutes, making it impossible to tell what their natural colour is."
86,(chromatic) They are not particularly clever and have covered themselves in glitter thinking it will make them look metallic.
87,They only speak draconic but have a pet talking lizard that sits on their shoulder and translates for them.
88,They treat all other species like biological specimens that should be studied and are taking extensive notes on their observations.
89,They are overly vain about their scales and teeth and spend a long time every morning polishing and shining them.
90,"They take great pride in their claws, and have intricate designs painted on them."
91,"They are very elitist in terms of colour and classify other races into the dragon colour categories by hair colour, treating them accordingly."
92,"They have a cold and keep accidentally setting off a mild version of their breath weapon every time they sneeze, which is often."
93,"Whenever they use their breath attack, their eyes shine bright white."
94,They have weak and useless vestigial wings coming out of their shoulders that they try to keep hidden.
95,"When sleeping, they exhale harmless clouds of smoke from their nostrils."
96,The dragonborn refuses to eat any meat that isn't cooked past well done.
97,They like to cover themselves in mud constantly 'to fight parasites'.
98,The dragonborn has a bifurcated nose horn.
99,The dragonborn has tiny useless T-Rex arms on their shoulder blades.
100,The dragonborn has dry patches of grey scales that occasionally sluff off.
