d100,Entry
69,"Firebat - engulfs in flames on demand, lighting an area of 20ft of bright light and 10ft of dim light. Does 1 fire damage to anything it touches but can not spread for. Can give it one simple command as a bonus action."
70,A 10 inch tall brass Golem capable of following simple instructions; it makes a happy whistling sound when it completes a task and often watches its master with great curiosity and will try to mimic them.
71,"A small pink blob like humanoid (Speed 20ft). Has the same ability of a bottomless bag, with an additional ability to act like a weak vacuum. It has low intelligence, and can only make baby noises."
72,An animated feather that writes whatever the owner wishes in anyones' handwriting if treated nicely and is provided ink.
73,"A small palm sized cube slime. Can be placed in any room and will relay what has been spoken when the owner holds it telepathically. It must be fed small rodents and insects daily, or it will dissolve."
74,A wornout living wizards hat. A tear in the front acts as a mouth for it to speak. It is able to tell the user of obsure events they may have missed that happen as the PC progresses. (Reroll on spot or search checks)
75,A very long wooden snake that generally wraps around the users neck like a scarf. When commanded it can straighten out into a monk staff that deals 1d8 dmg. It will die if caught on fire.
76,"A pocket sized frog that when placed on the ground grows to the size of a war horse. It is a mount that can jump vertically equivalently to the PC's speed, and moves at double the PC's speed. It can shrink back down when commanded. If it lands on an enemy smaller then it, it deals 1d10 dmg."
77,"A parasite that has lodged itself into the PC's brain. It can communicate to the user, however the user must verbally talk to communicate back. It is able to tell the alignment of whoever the user is talking to."
78,An undead skeleton hand that is placed upon the users hand. It gives a bonus of +2 to dex checks as it sometimes takes control of the PC's hand to help out.
79,A palm sized spider that can mend any fabric based thing that it is told to by its owner.
80,"A finger sized eldritch deity that gives +2 necrotic dmg to rthe PC's attacks, as well as a 10% chance to cause madness to the target of a PC's spell for 1d4 turns. A pact must be made with it to help it seize power of a realm."
81,"A mimic that stays as the users backpack. When thrown at an enemy it attempts to devour it against a strength check. If it fails then it just does 1d4 damage and ,ust be retrieved by the PC."
82,An invisible spirit that can't talk. It has the mage hand spell as an ability.
83,"A large parrot that is able to translate the more common languages, but yells the translation directly into the spellcaster's Ear."
84,"A small cat-sized Owlbear that has a natural aptitude for finding things (+1 on investigation rolls). Like most Owlbears it has a large appetite and is almost constantly hungry. If it's left unfed for too long it tends to be temperamental (doesn't help in investigations) and, for some reason, makes attempts to eat the shoes of the spellcaster."
85,A Kua-toa child. Fiercely loyal to the caster and views them as a divine figure. They can manifest minor clerical powers through their devotion alone.
86,"A boggle that started off as the character's childhood imaginary friend, then slowly grew in power. The boggle can become very resentful if the character seems to be making friends with someone new."
87,"A sentient clam that happily babbles in an unknown language, assumedly Clam. It sings amazingly despite its incomprehensible language, and has advantage on all performance checks involving singing. A patient spellcaster may be able to pick up the language if they are persistent."
88,"A will-o'-wisp that has taken an interest in the spellcaster and follows them of its own free will. It is mischevious and a tad cruel by nature, and occasionally floats off for hours at a time before returning. It often zaps party members at inoppurtune times, and lingers after fights to consume the souls of the fallen. That aside, it is still supportive of the caster and readily provides backup as a distraction during truly dire combat. It occasionally acts as a guide when the spellcaster is lost, though it will sometimes play tricks on the caster in the same way. When the spellcaster is casting a spell, the will-o'-wisp circles the caster at rapid speeds, and will add an additional 2d8 of lightning damage to it if the spell also does lighting damage."
89,"A sentient transparent orb filled with smoke, that also doubles as a spellcasting focus for the caster. It communicates through movement of the smoke, with peaceful drifting indicating contentment and violent swirling indicating agitation. After gaining trust in the spellcaster over a long period of time, the spellcaster will begin to see pictures in the smoke that only they can see, which hint at the history of the orb."
90,"An oddly colored caterpillar the size of a human arm. It enjoys sunbathing on the caster's head and eating the caster's clothing. The caterpillar will eventually enter an unnaturally hard cocoon in which it will undergo metamorphosis into an enormous butterfly. The butterfly will continue to follow the spellcaster if they propery cared for it before its metamorphosis, and can cast Giant Insects without concentration as a spell-like ability once per day."
91,"A small, seemingly conscious cloud of blueish smoke. Can distract and hinder enemies by hovering by their mouth and nostrils, but otherwise doesn't do much other than following it's master."
92,A chameleon that can't quite manage to match whatever color it is hiding against but can occasionally display distant images or things it has seen.
93,A rock. It doesn't eat much but always seems to be some place different when viewers look away and then back.
94,A disembodied hand shaped in a fist with eyes tattooed on forefinger and a mustache on the thumb. It speaks in a squeaky voice similar to its master. 'S'all right?'
95,"Flying fox-voracious fruit eaters, it lets your gather 2x as much food foraging. Appears to onlookers as a 5ft tall bat and can be used for intimidation."
96,"A snooty noble who was polymorphed into a schnauzer. He will often complain about the conditions that he and his master must endure, but can be quite charismatic."
97,A tiny Da Vinci style helicopter construct that seeks out great inventors and artists.
98,"A potoo bird that can be completely disguised if it's standing still on a tree, with a branch at least 1 feet wide."
99,"A turtlehorse is a creature that is, obviously, a cross between a turtle and a horse. Its the size of your every day turtle with a main of brown hair, a long snout and hooves. It only has one power. If you cut off one of its legs a horse sized version of the familiar appears to be your steed. But if you cut off all 4 legs the turtlehorse dies."
100,A living wristwatch/amulet/medallion that can sprout legs and waddle off.
