d100,Entry
29,You are now mildly sunlight sensitive. You sunburn easily. Unattenuated bright sunlight causes you disadvantage on perception checks.
30,"When in direct sunlight, your skin starts to steam. It does no physical damage, but it is clear the sun hates you."
31,"Some living beings have shadowy black sandglasses floating over their heads, counting down their time until death. By investigating the sandglasses, you may occasionally be forewarned of impending localized mass deaths or take action to prevent someone's premature death. You cannot see your own sandglass nor those of your companions, but you absolutely know they are there, counting."
32,"When downed and while rolling death saves, you see no light calling to you. Instead you see the Shadowfell waiting to finally claim you."
33,"Whenever you are at 0 HP, your body appears bloody and rotten, as if you've been dead for a long time. It doesn't affect your ability to be raised."
34,"Souls of the dead get confused and head towards you rather than onto their next life. You are easily haunted or possessed, but anyone who died within 60 feet of you has their revival time limit tripled (depending on the spell). If someone died while you were touching them, they have an extra day to be raised."
35,"Your body is now less detectable by the living, but you are a magnet for undead and creatures of the void, which tend to spot you more easily in any condition."
36,"In any encounter with undead, there is a chance they won't be hostile towards you immediately."
37,Invisible to undead. Undead must make a perception check to detect your presence or else they will simply ignore you. Openly attacking an undead causes it and its allies to notice you as normal.
38,When someone uses magic to detect undead there is a 50% chance that you are targeted by the spell.
39,"You survived an undead infection, but it persists within you. During flareups, despite not being undead, you are harmed by healing magic and healed by necrotic magic."
40,"Your touch intermittently causes a small amount of necrotic damage. This is involuntary, unpredictable, and cannot be turned off. (Example: d20 when you touch someone. On 1, 1d4 damage)"
41,"You become an energy leech, siphoning from souls who are within a 5ft radius of you. (Optional: Each round you are within 5ft of a sapient living creature with a soul, you can choose to deal 1 necrotic damage to it and heal by 1 HP.)"
42,Whenever you are subjected to necrotic damage the attacker is subjected to the same amount of damage.
43,You have embraced the Shadowfell's nature. You are now resistant to necrotic damage and vulnerable to radiant damage.
44,"While standing in dim light or darkness you can merge with your shadow as an action. While merged with your shadow your movement speed is 50ft, but you can't take any action besides unmerging from your shadow. While merged with your shadow your movement doesn't provoke opportunities of attack under any circumstances."
45,You still have lingering attachments to the Shadowfell which allows you to shadow walk. Increase your movement speed by 5 in dim light and by 10 when in darkness.
46,"You have been infused with the essence of the plane, giving you the ability to cast Darkness once per day."
47,You are a natural with necromantic magic. Make arcana checks about Necromancy with advantage. You also learn one necromantic cantrip.
48,"You can shape the stuff of shadows into semi-real objects. Unlike prestidigitation, you can craft small shadowstuff things that move and imitate life, but these normally seek to return to the shadows rather than obey the will of their creator. Shadowstuff crafts are easily identified by the smoky wisps they emanate and sunlight dissipates them. Crafting shadowstuff requires no components other than shadows and your breath."
49,"When you use any dimensional portal or magic similar to Plane Shift you risk returning to the Shadowfell, no matter your original destination."
50,You are a survivor who developed the skills of a honed monster slayer. Choose a specific monster common in the Shadowfell of CR3 or less as a favored enemy.
51,"An abyssal survivalist, you are proficient at matters of survival in dark caves."
52,"You can hear the soft whisper of shadows over nearby surfaces. While this helps you find the hidden, it can deafen you in some cases (such as light through leaves)."
53,"Players now have difficulty differentiating between the living and the dead, and they fail to see why a person should be treated any differently when their body and soul have divorced."
54,"Your fashion sense has become permanently disturbed, either for the grim or the exceptionally cheery."
55,You can speak no louder than a whisper.
56,You have depression.
57,You have lost almost all sense of taste. You now love spiced foods.
58,"Surviving in the Shadowfell has lowered your standards a lot, you can eat almost anything without feeling sick or disgusted."
59,You no longer see the appeal in having your meat cooked before eating it.
60,"You no longer hunger and food all tastes the same; like mush. You always either forget to eat or simply don’t care to, your party has to push you to eat something otherwise your body will silently starve to death."
61,"Regardless of your affiliation, your presence tends to cause ominous signs and minor troubles for figures and establishments aligned with deities opposing the undead. All the candles in a church might extinguish when you enter, or a paladin's button may pop off when you pass in the street."
62,"Drow, Duergar, and other dark dwelling sentient creatures feel oddly at ease when dealing with you."
63,You speak common with a Shadowfell undercommon accent and use undercommon words and sayings characteristic of the Shadowfell without realizing it. You cannot seem to shake the habit even if it is pointed out to you.
64,On critical failures to charisma checks you forget common for 1d4 turns and only remember undercommon.
65,"You tend to attract the non-hostile attention of weak creatures of the night. A prowling pack of wolves may idly follow your party, spiders take up residence in your pockets, cockroaches do not flee your presence, mice bring you shiny trinkets in exchange for seeds, moths and fireflies circle you, etc. (e.g. a Disney Princess of the darkness effect)"
66,Worms and insects are drawn to you.
67,"Wildlife grows nervous around you. Living creatures will attack you less often, but in greater numbers with greater caution."
68,Beasts do not trust you and you have disadvantage on all animal handling checks. You have advantage on intimidation checks against beasts.
69,"Wherever you touch, you produce shadows that stay there for a few seconds."
70,Your shadow takes on a life of its own when no one else is looking. It may mime murdering your friends' shadows or shift into horrible visages. It behaves as normal when other people can see it.
71,Your shadow is much darker and more sharply defined than it should be.
72,"Your shadow will move according to your emotions and feelings, even if you don't move at all."
73,"Your shadow has not disappeared, but rather it surrounds you and tries to cling to you as a new layer of skin. the brighter the light the darker the shadow (or vice versa, DM’s call) (Optional: +1 to AC in certain conditions)"
74,Your shadow detaches from your body and goes about on its own when you sleep.
75,"Your shadow is replaced with your worst fear, only you can see it."
76,"Your shadow behaves differently every day. Roll a d6) 1: Your shadow is missing, 2: Your shadow stretches toward the sun, 3: Your shadow resembles a shambling corpse, 4: Your shadow resembles a young child with a broken limb, 5: Your shadow resembles an unidentifiable horrifying beast, 6: Your shadow resembles the grim reaper, flowing cloak and scythe to match."
77,"Your shadow autonomously collects interesting things for you and puts them in your pocket when people aren't looking. It especially likes looking in forgotten dark places. Most found items are worthless or low value: stray copper, mice skulls, broken glass, dead beetles, dropped beads, etc. Your shadow respects other people's property ... most of the time."
78,"If you sleep with any marking instrument that can write in the color black, there is a chance something will use your hand to write messages directed at you and your party. The GM decides what is written, the frequency, and the personality(s) of the writer(s)."
79,You hear strange whispers when you are around a graveyard or any corpse.
80,"Whenever you wake up, you hear disturbing whispers: ""You are already dead"", ""Today you will come home, back to the Shadowfell"" etc."
81,You and one creature from the Shadow plane are linked. Sometimes you see what they see and vice versa. Both of you know places that only the other have visited.
82,A being of dark power followed you back from the Shadowfell. It observes your actions and comments on them. It is totally invisible to everyone else and will never interfere in your actions.
83,You have established a relationship with a cadre of ancient spectre sages during your time in the Shadowfell. You are proficient in Shadowfell-related history checks or gain a bonus if you already have this skill.
84,"You see shadowy figures that aren't there in mirrors, glass, and other reflective surfaces."
85,"Your reflection reveals a small set of horns protruding from your forehead, which seem to grow with each ""cruel"" act you accomplish. (The reflection only appears this way to you.)"
86,Your reflection now talks to you and tells you to perform horrible acts of violence onto those around you. Alone? It tells you to murder yourself in any way possible.
87,"At night, everyone's eyes appear black and their faces slowly begin to disfigure if you stare too long. (This is only visible to you)."
88,"You have the feeling of having lost someone in the Shadowfell, but you can't remember anything about this person, not even the name."
89,"You require a ""night light"", or absolute darkness, or a security object (such as a treasured blanket or a knife under your pillow) to gain the benefits of a long rest."
90,You have trouble sleeping at night but feel rather drowsy during the day. You have become nocturnal.
91,Your spirit continues to wander the Shadowfell when you sleep.
92,"You can possess people's dreams, causing nightmares."
93,When you sleep your body functions on a level so low that you seem dead and anyone can mistake you for a corpse.
94,"You prefer sleeping in graveyards and other places with strong negative energies, since it's the only cure for your insomnia."
95,"Your long rests are 1 hour shorter, you will never have a dream again."
96,"You have a 10% chance of having a nightmare, which results in 8-hour rests having the effect of 4-hour rests."
97,"Leaves, grass and other plant matter bend away from you as you pass. (Optional: You leave less of a trail and are harder to track through vegetation, but easier to detect while moving through it)"
98,"Every time you take damage, you alone hear a distant bell toll."
99,"At a certain regular time of day (e.g. Midnight), you become ethereal for 1 minute. You are partially connected to the Shadowfell during this time."
100,When you start a fire or light it only sheds half the light it normally would for a while. Light you create is slow to notice it isn't in the Shadowfell.
