d100,Entry
47,"Effects of alcohol are heavily amplified, so that even drinking one drop of a fairly weak alcoholic beverage will make the PC drunk. Drinking a full glass of a strong alcoholic beverage could potentially cause death."
48,All of the PC's armor and clothing teleported off their body and always floats just out of reach. Any attempt to put on other clothing or armor produces the same effect.
49,Character's known languages are randomly determined after a long rest. Roll 1d8 per standard language known & 1d8 per exotic language known. You decide whether to exclude common from these rolls or not.
50,"After a long rest a random amount of GP the character is carrying is randomly changed to an amount of either Electrum, Silver or Copper pieces of the same worth, increasing number of coins. eg. (1d20 Amount, Roll 1d6 to determine type) Won't take long for pockets to become overflowing if character doesn't spend loose change."
51,Any divination spells where the caster or target is within a certain range of a character are retargeted to that character.
52,"The cursed begins to weep tears of blood uncontrollably, reducing their hit point maximum by 1 for every hour the curse remains active. The cursed dies if this effect reduces its hit point maximum to 0."
53,"The cursed is compelled to repeat the last word of each sentence they say 3 times, each time speaking a little bit softer than the last. If the curse remains active for more than 24 hours, the cursed is compelled to dramatically flick their hands open and closed with each echo."
54,Cursed characters are hated by all cats until cured. Every cat will hiss and attempt to swipe and bite the character. Irregardless of the cat is successful or not the cat will run away and hide. If the cat is successful in the attack any wounds caused will not heal (even with healing spells and potions) and will continuously weep foul smelling pus.
55,"The character cannot be convinced by any means that magic exists. They rationalize magical events away by using insane, impossible logic."
56,The character believes themselves to have swapped bodies with the nearest person. Nothing has happened.
57,One of the character's limbs no longer has any bones. It flops around uselessly until the bones have successfully regrown in 1d4 days.
58,The character is unable to sleep when others are sleeping in a 60' radius.
59,Once the character has fallen asleep they cannot be awoken by any non-magical means until 8 hours have passed.
60,The character must consume 1d4+1 times the amount of food and drink a normal person does do sustain themselves. They experience terrible thirst and hunger pains. Treat as exhaustion if they do not actively maintain this regimen.
61,The character cannot see anyone within 10 feet of them.
62,"The character finds a wooden spoon in their bag. Every time they retrieve an item they find another wooden spoon. Every time they investigate an area they find another wooden spoon. Every time the search a body they find another wooden spoon. If they intentionally attempt to locate, retrieve, or use a spoon the task is impossible."
63,Incapable of ignoring direct orders given to their person.
64,When splashed with cold water transforms the character into the opposite gender. Warm water temporarily reverses the transition.
65,Must make one significant lie per day.
66,Automatically fails all swimming checks; it's as if the character weights 10 times their normal weight while in water.
67,Turned into a lycanthrope... with the form of a rabbit.
68,All creatures of a specific species are invisible to the character.
69,A perpetually magical darkness surrounds the character for 25 feet. It is transmittable by touch.
70,"When killed for the first time each day, the wounds heal and they instead stabilize. If they are not killed once a day, they are permanently slain."
71,Makes an unarmed attack against themselves whenever they say 'what'.
72,Characters ears and eyes switch place. PC cannot look straight ahead. This lasts until the next full day ends.
73,"PC summons a little foot tall naked man with a hat that goofs around and makes as much noise as possible. Everyone can hear him and see his impact in the area, but cannot see him. He has no name and will not speak back. He just speaks in sounds and screams."
74,PC thinks their eyes have the same effect as a beholder and use them as much as possible in combat.
75,PCs teeth are as weak as glass.
76,PCs weapon changes to the next material they touch.
77,PC is followed by all bugs within 20 yards. (Bonus points if there are ant hills around).
78,PC grows a mouth in their chest. You can feed the mouth but you do not know what it will do. Overtime the mouth will grow if unfed.
79,PCs money all goes down a material (gold turns to silver) until curse is lifted. Copper turns into wooden toy coins that children would play with.
80,All plants the PC touches turn to dust for the next week. (Bonus points if a druid gets this)
81,All potions being held by PC give a delusion effect (example: PC thinks they are invisible but are not.)
82,All damage given to the PC for the next 12 minutes are irreversible.
83,The next person the PC touches switches all items.
84,PC's armor or clothing (whichever applicable) is made entirely out of shards of glass magically held together.
85,Character must kill one humanoid per week or die themselves.
86,"Character must read one book per week or die, it must be a book they have not read before."
87,"Every dawn, gravity reverses for the character for one hour."
88,Whenever the character physically harms another sentient being the character must apologize.
89,Whenever the character is on a sea vehicle of any kind the character vomits anything he/she eats and cannot sleep.
90,"The PCs hand's tense up, and are stuck in a fist until the curse is removed."
91,"The character's left and right hands, and/or left and right feet switch sides until the curse is lifted."
92,"This curse hardens all food this character tries to eat like stone, unless they have the correct eating utensil to eat it. (ie They need a spoon to eat soup, a fork to eat pie, a knife to cut meat, etc)."
93,The player believes that their mentor/parent has just died.
94,The player receives at least one false vision from their deity a day.
95,"The cursed player can no longer fail the expectations of those they come across. (For example, if an NPC learns the player's name and they believe their name to be elfish, they will become an elf. If they expect that he is a weakling due to rumors they have heard of him losing an important fight, the player looses some of his strength. If they thought he would be taller, the character would become taller, etc...)"
96,"The player is cursed to look down at the ground; they can no longer make eye contact with others, unless they are able to look down on them..."
97,"Until this player's curse is lifted, as long as they wear shoes/boots, they will feel as if their feet are walking on burning hot coals."
98,This player has been cursed to be afraid of the sun.
99,"This curse makes the player compelled to hug all characters they come across, even if it would be inappropriate or awkward."
100,This curse makes the character forcibly say gibberish every time they cast a spell.
