d100,Entry
57,Turn 'wright' at the fork'
58,In blood: 'Zed's dead'
59,100 gold to anyone who finds my sword - [insert name and location of npc]'
60,"Brother, She’s not here- she is apparently in another dungeon.'"
61,You're lucky someone already read these Explosive Runes.'
62,"Here lies Gilbert - 'The mushrooms clearly aren't poisonous, that rat just ate some and it was fine. Look, I'll show you.'"
63,The skeletons are not dead' hastily written halfway down a hallway of skeletons.
64,The Great Necromage Vilicous and his coterie of foolishly moral companions were here'
65,"Treat the dungeon with courtesy, and it will do the same'"
66,"Worm Path - Look both ways before crossing' chalked on the floor on both sides of a large, circular tunnel intersecting a hall."
67,Mind the gaps' written in large letters before an otherwise empty stretch of hallway.
68,"If you are reading this, do NOT look behind you until you exit the room' scrawled in shaky letters on the back wall of a dead end room."
69,"Please step on me' carved onto the surface of random rocks and tiles on the dungeon floor. The words are seen multiple times throughout the dungeon's exploration, and seem to disappear when no one is looking. The words constantly reappear no matter what, but if stepped on, helpful and relevant graffiti is found before the next encounter, puzzle, or junction of pathways."
70,Grall Stonebringer was here.'
71,A picture of a gelatinous cube eating a person.
72,A cartoonish picture of a dwarf running away from a rust monster.
73,"Written in very tiny letters: 'If you can read this, you can't see the goblin sneaking up behind you.'"
74,"There is a short and narrow room; the long-rotted remains of a door hang off hinges at the entrance. Scrawled along one wall, in an ancient language the party must translate is '[Name of some long-dead king] gobbles donkey goobers'. The opposite wall is also marked, with '[Name of long-dead queen] does the nasty.' If the party succeeds on a perception check they realize they're standing in a toilet stall."
75,"A scribbled map of the dungeon, with a big X in one room and directions to a treasure. But it's a trick; when the party stands at that spot they trigger a trap."
76,Abandon hope all ye who enter here.'
77,Artival. Waited 3 days for you. Ran out of supplies. Moving on to the next level (or whatever floor is the one below.'
78,There's a safe room in the center. Left food and supplies.' (an obvious trap)
79,"On this day, Brumr Goldbeard killed ninety-three kobolds.'"
80,Who built this place?'
81,Vampires don't care about daylight when live indoors.'
82,Stick to the center halls. They're safer.'
83,Tika isn't dead. She's with us.'
84,WHERE IS THE EXIT'
85,"None are so blind that they cannot see the darkness of this place. Look not upon the face of the weeping one, Tread not on the bones of mad men.'"
86,We are the real monsters.'
87,This corner secured by the Mighty Woodchucks.'
88,This was all already written. You are being controlled. They know what you're doing. We're all just pawns in their little game. They decide who lives and who dies. None of us are safe. None of us have free will. Don't let them win.'
89,Jessedo R.I.P.'
90,"If you find my body, tell Matin I loved him.'"
91,God bless the Zentarim.'
92,Here rests two good men -- Nissus and Camom. Respect their souls.'
93,"Let it be known that I, Luip Salazom, screwed every barmaid in Neverwinter.'"
94,"Drawings of butts, each one from a different race."
95,"A symbol in thieves cant that means it is safe to rest, with 'r rouge died so I cant right this in yur theves speak, but go fuck yurself with a rusted spyke dipshit.' painted over it."
96,There is a secret door somewhere on this passageway- I hope you have better luck finding it.'
97,Large scrawled lettering that says 'Droop woz heer'
98,"Crimson red letters that are still oddly sticky, 'Don't ask about the price'"
99,An oddly phallic image that seems to have been painted on in bold white paint.
100,Bloody scrawled writing say 'The secret chamber has been opened.'
